cluster,condition,autoimmune_or,autoimmune_fdr,cluster_size,in_cluster_in_disease,intersecting_genes
15,Stim48hr,0.810941861743171,0.9113834608870286,100,17.0,"['JAK1', 'RYBP', 'CXCR4', 'IDI1', 'TMPRSS3', 'FADS2', 'SESN1', 'MCL1', 'CDKN1B', 'TOMM22', 'CCNC', 'TRIM22', 'ZMAT3', 'DARS1', 'MAT2B', 'SATB1', 'STAT3']"
45,Stim48hr,0.9961419318178818,0.9131941457741336,100,20.0,"['CCDC6', 'VAPB', 'LRCH4', 'LAG3', 'NUP205', 'MAN2A1', 'DNAJB4', 'SOCS1', 'GBGT1', 'NFKB1', 'CD2', 'CALHM6', 'CA11', 'JUND', 'SEPTIN9', 'TUBB3', 'VMP1', 'JAK2', 'CD37', 'TYMP']"
60,Stim8hr,1.259944015395877,0.9161648094663054,100,23.0,"['SEH1L', 'YPEL3', 'MAPKAPK5', 'ADAT2', 'ARPC5', 'DOCK2', 'RPIA', 'NCLN', 'OAS3', 'NCF4', 'RRP15', 'LSP1', 'WDR36', 'PNPO', 'ARPC2', 'HELZ2', 'NARF', 'ACAP1', 'C8orf33', 'DENND3', 'ARL6IP6', 'ACTR3', 'TYK2']"
102,Stim8hr,0.9166837712060996,0.91800659733612,100,18.0,"['RCN1', 'PTPN11', 'USO1', 'MX1', 'RFC3', 'ICAM3', 'PSAT1', 'CD69', 'CEBPB', 'NIF3L1', 'PHGDH', 'TMEM258', 'YRDC', 'TNF', 'ADO', 'METAP2', 'STAT1', 'VEGFA']"
37,Stim48hr,1.0614427641155346,0.936715695054094,100,21.0,"['RRAS2', 'ACTA2', 'TBC1D14', 'EZR', 'CALM2', 'IDUA', 'SLC39A8', 'ACTR1B', 'RSRP1', 'ST8SIA4', 'TPGS2', 'STAT4', 'NXPE3', 'AVEN', 'PTEN', 'GLUL', 'PTRHD1', 'TRIM22', 'ANKRD28', 'MIF', 'MYB']"
6,Stim8hr,1.3347063547071325,0.9385610358644358,100,24.0,"['HBS1L', 'TOMM22', 'CRIM1', 'RCN1', 'BRPF1', 'CALM2', 'DAP', 'CDC37', 'RIN3', 'ZNF704', 'EDARADD', 'PSMB9', 'C8orf33', 'GLUL', 'FHL3', 'SPTLC2', 'GLS', 'ALCAM', 'HK1', 'SLC7A1', 'TUFM', 'MKI67', 'PDIA3', 'SMC4']"
84,Rest,0.9034079290620468,0.940861057714388,100,18.0,"['MCM6', 'BHLHE40', 'YPEL3', 'SYTL2', 'RRM1', 'ITGAL', 'RASGRP1', 'TNFSF8', 'HNRNPAB', 'SESN1', 'CASP8', 'ARID5B', 'TRIM22', 'FEN1', 'TP53INP1', 'SATB1', 'ZMAT3', 'PSMG1']"
84,Stim48hr,1.12864359219222,0.9413406510993236,100,22.0,"['TNFSF8', 'CD6', 'SH2D2A', 'ZMAT3', 'DUSP5', 'SATB1', 'DRAM1', 'RPIA', 'LYST', 'CTLA4', 'PHGDH', 'CTSW', 'PSAT1', 'CDKN1A', 'CD2', 'FADS2', 'GNG2', 'PTGIR', 'SESN1', 'MCL1', 'CD3E', 'TRIM22']"
39,Stim8hr,0.7922603426204701,0.9455157953122034,100,16.0,"['AGO2', 'IRF8', 'CISD3', 'DCTD', 'BCL6', 'P2RY11', 'IL13', 'CDC42SE2', 'MUC1', 'FLI1', 'NLRC5', 'TRAFD1', 'CD83', 'ANKRD33B', 'FBXL17', 'SLC35B2']"
41,Rest,0.8410425730123802,0.9464319058785646,100,17.0,"['ILRUN', 'PPM1G', 'USO1', 'ACTR2', 'TMEM39A', 'BLM', 'C12orf75', 'RASGRP1', 'CDKN1A', 'PRDM1', 'LMNA', 'CX3CR1', 'LMAN1', 'PDIA3', 'ADGRG5', 'CCR2', 'ANXA6']"
59,Rest,1.3748227332455514,0.9478796673166016,101,25.0,"['ITGAM', 'STK17B', 'GAL3ST4', 'TIAM1', 'CD40LG', 'DOCK10', 'ZC3HAV1', 'MICOS10', 'KIAA1671', 'DUSP5', 'RSRP1', 'AGO2', 'CHD3', 'NELL2', 'ZFP36L2', 'COMMD7', 'ACVR2A', 'STMN3', 'MBNL1', 'ATP8B2', 'RBM33', 'PDE4D', 'SLC30A7', 'ZNF507', 'ZRANB2']"
31,Stim8hr,0.7325450591956414,0.9495078118468464,100,15.0,"['SOCS1', 'BHLHE40', 'FOXO1', 'NEDD9', 'PKIA', 'PHF3', 'DOCK10', 'NEK6', 'ANXA11', 'RNF144A', 'FNIP1', 'GPX4', 'AEN', 'CD28', 'GLUL']"
106,Rest,0.9034079290620468,0.9529256016890648,100,18.0,"['PCMTD1', 'YPEL3', 'PATJ', 'C12orf75', 'RRM1', 'PPP2R5C', 'FEN1', 'TNFSF8', 'LEF1', 'CASP8', 'CD37', 'KIF11', 'TRIM22', 'ARHGAP45', 'BIRC5', 'SMC4', 'RASA3', 'STK38']"
48,Stim8hr,0.6744153755868608,0.9541666780962628,100,14.0,"['RCN1', 'CBLB', 'PTGER4', 'KLF6', 'SLC7A1', 'GPATCH11', 'PDE4D', 'PHGDH', 'VLDLR', 'SGO1', 'HDGF', 'KIF11', 'RAB39B', 'VEGFA']"
102,Stim48hr,0.6404671227467051,0.9570838152275956,100,14.0,"['PTPRC', 'BHLHE40', 'IL10RA', 'SDF4', 'HIF1A', 'PRDM1', 'TUFM', 'MCL1', 'CD2', 'CD3E', 'SNRPC', 'CLEC2D', 'DUSP5', 'MAT2B']"
10,Stim48hr,0.8709578258023074,0.9600831850174956,100,18.0,"['NDUFV2', 'EXTL2', 'PSAT1', 'CEBPB', 'PXK', 'IKZF3', 'KIF21B', 'PDE4D', 'ETS1', 'CD2', 'PREX1', 'TSPAN3', 'GPD2', 'MUC1', 'IFI30', 'HDAC7', 'MAT2B', 'ORMDL3']"
110,Stim48hr,0.8709578258023074,0.9600831850174956,100,18.0,"['SMAD2', 'STAT5B', 'PFKFB3', 'HIPK1', 'RPIA', 'RYBP', 'RNF19A', 'RBPJ', 'EGR2', 'LSP1', 'MCL1', 'RAB5B', 'NCOR2', 'SNRPC', 'ICOS', 'IFNG', 'JUND', 'MIF']"
80,Stim8hr,0.9166837712060996,0.9645149228774512,100,18.0,"['RIN3', 'RPIA', 'SEH1L', 'ANXA2', 'FASLG', 'GZMB', 'DOCK9', 'C12orf75', 'EDARADD', 'TYMP', 'LMO4', 'NLRC5', 'GRAMD1B', 'BIRC5', 'IFNG', 'ATAD3B', 'MIF', 'STAT1']"
30,Stim8hr,0.9815172487392618,0.9661353664904748,100,19.0,"['SEH1L', 'YPEL3', 'BMP2K', 'OAS3', 'RRP15', 'LSP1', 'WDR36', 'PNPO', 'KMT2A', 'CDYL2', 'NARF', 'ACAP1', 'C8orf33', 'DENND3', 'RBM26', 'THAP12', 'TMEM131L', 'GLRX3', 'TYK2']"
79,Rest,0.9675497258064836,0.9661759273117102,100,19.0,"['PLAC8', 'BCL2L11', 'DNMT3A', 'ZMAT3', 'CX3CR1', 'SP110', 'SBF2', 'RNF144A', 'BIRC5', 'C12orf75', 'NFKBIZ', 'FOXP1', 'ANXA6', 'VEGFB', 'PTGIR', 'TCF7', 'CD37', 'TRIM22', 'SMC4']"
58,Stim8hr,0.7325450591956414,0.972544774028124,100,15.0,"['MBD2', 'PRKCB', 'RFX3', 'RBM17', 'STK24', 'SLC48A1', 'SDF2L1', 'AKAP11', 'BCL2L11', 'NFKBIA', 'ACTR1B', 'ZRANB2', 'UQCC2', 'PNPO', 'VEGFA']"
21,Stim8hr,0.8536195289087174,0.972544774028124,100,17.0,"['TMEM50A', 'ARHGAP15', 'SAMHD1', 'SMAD3', 'HCLS1', 'IKBKE', 'KLF6', 'OAS3', 'SLC43A3', 'STK17B', 'IL10RA', 'RASGRP1', 'TUFM', 'HNRNPAB', 'ACAP1', 'METAP2', 'CXCR4']"
105,Stim8hr,1.1873243508645963,0.9749153005186844,100,22.0,"['CBLB', 'CCDC6', 'TNFSF8', 'KIF11', 'CISD3', 'ARGLU1', 'SLA', 'BIRC5', 'ATAD3B', 'SPC24', 'CD44', 'C12orf75', 'CDC42EP3', 'ARID5B', 'MYC', 'PHF19', 'JAK2', 'MKI67', 'NDC80', 'TUFM', 'SPRY1', 'SMC4']"
99,Stim8hr,0.9815172487392618,0.9749153005186844,100,19.0,"['RCC1', 'STK17B', 'RAB5B', 'ZMAT3', 'STAT3', 'PCMTD1', 'SMAD3', 'HCLS1', 'AKAP13', 'ELF1', 'PPM1G', 'SLC43A3', 'HSPA9', 'HNRNPAB', 'BHLHE40', 'IL10RA', 'KLF6', 'SESN1', 'ADA2']"
33,Stim8hr,0.9815172487392618,0.9753820096696276,100,19.0,"['VLDLR', 'CTH', 'UFM1', 'GRINA', 'PHGDH', 'ODC1', 'VEGFA', 'CHD3', 'RBM17', 'ANXA3', 'KIF2A', 'PSAT1', 'FADS2', 'SNX20', 'VEGFB', 'ALCAM', 'SLC7A1', 'HDGF', 'FADS1']"
98,Stim8hr,0.7922603426204701,0.9753820096696276,100,16.0,"['EIF2AK3', 'PRKCB', 'GZMB', 'TGIF1', 'STAT4', 'PTGIR', 'PDE4D', 'TUFM', 'GOLIM4', 'CSK', 'UFM1', 'TRAT1', 'SH2D2A', 'ATAD3B', 'IFNAR2', 'CD47']"
33,Rest,1.0335358950276998,0.9771153964216336,100,20.0,"['ITGAM', 'UFM1', 'DR1', 'ARPC5', 'GALNT3', 'PHGDH', 'CX3CR1', 'FLI1', 'ADGRG5', 'VEGFA', 'RIN3', 'CHD3', 'ANXA3', 'C12orf75', 'PSAT1', 'TNIP1', 'ANXA6', 'SNX20', 'ATP5MG', 'SLC7A1']"
101,Stim8hr,0.9815172487392618,0.981605152999613,100,19.0,"['CBLB', 'KIF11', 'ADAT2', 'IFNAR2', 'PCMTD1', 'BIRC5', 'CD109', 'ATXN1', 'FAM53B', 'RRM1', 'TNFAIP8', 'CD2', 'FOXP1', 'STAT5B', 'REXO2', 'CD3E', 'CD28', 'TRIM22', 'SMC4']"
7,Stim8hr,0.6744153755868608,0.9819301569925282,100,14.0,"['CHD3', 'EDEM2', 'XKR6', 'PTS', 'CALM2', 'MAPKAPK5', 'RRP15', 'IL12RB2', 'ZAP70', 'SNRPC', 'C8orf33', 'MECP2', 'USP25', 'MTRR']"
91,Rest,0.6639733501139057,0.982027441190214,100,14.0,"['PCMTD1', 'TNFAIP3', 'YPEL3', 'STK17B', 'TNFSF8', 'HNRNPAB', 'SESN1', 'CASP8', 'CLEC2D', 'TRIM22', 'ZMAT3', 'ADA2', 'SATB1', 'PSMG1']"
90,Stim48hr,0.7525601067608785,0.9903745571786824,100,16.0,"['TRIM14', 'ANKZF1', 'TNFAIP3', 'SEC24A', 'DUSP16', 'CALM2', 'GSE1', 'NUDT3', 'PKIA', 'PDE4D', 'EIF4H', 'LMAN1', 'IPMK', 'NLRC5', 'AK4', 'VEGFA']"
2,Stim8hr,0.6178156750042831,0.9961846186563286,100,13.0,"['CHD3', 'PTPN22', 'ATP5MK', 'PVR', 'PEX3', 'PANK3', 'CCNC', 'LNPK', 'MICOS10', 'PDCD5', 'CD3E', 'KIAA1671', 'CHPT1']"
46,Stim48hr,1.1978196174537596,0.9992154399945924,100,23.0,"['PITPNM2', 'EPAS1', 'RALBP1', 'USP13', 'ANKRD33B', 'RASA3', 'LAT2', 'SEC61G', 'TRABD2A', 'TXK', 'NKTR', 'ABTB3', 'SRPK1', 'RCOR1', 'AAK1', 'CDKN2C', 'VEGFB', 'CASP10', 'SP140L', 'C1QTNF6', 'ATP2A2', 'B4GALT4', 'USP12']"
68,Stim48hr,0.8709578258023074,1.0,100,18.0,"['PMAIP1', 'ANXA3', 'ICAM3', 'PHF19', 'DDX6', 'FADS2', 'ITM2A', 'SESN1', 'MCL1', 'CD2', 'RBM33', 'CD3E', 'ZMAT3', 'UQCC2', 'DUSP5', 'SATB1', 'PLEC', 'GALNT10']"
67,Stim48hr,,1.0,4,,[]
77,Stim48hr,0.6404671227467051,1.0,100,14.0,"['PTPRC', 'YPEL3', 'SYTL2', 'IKBKE', 'CHORDC1', 'MEAK7', 'TUFM', 'HNRNPAB', 'MCL1', 'STRAP', 'TOMM22', 'ST3GAL1', 'ACAP1', 'LNPEP']"
99,Stim48hr,1.1978196174537596,1.0,100,23.0,"['YPEL3', 'ADGRE5', 'PSMG1', 'GART', 'FYB1', 'OAS3', 'ITM2A', 'TRAFD1', 'ODC1', 'TP53INP1', 'ICAM3', 'PSAT1', 'HSPA9', 'ST3GAL1', 'IL10RA', 'SYTL2', 'SLC7A1', 'TUFM', 'CDC42SE2', 'MCL1', 'ZC3H15', 'TOMM22', 'ORMDL3']"
98,Stim48hr,0.5866465284717823,1.0,100,13.0,"['DENND3', 'STARD10', 'YPEL3', 'CUTA', 'PSAT1', 'SPEF2', 'LSP1', 'MCL1', 'ZC3H15', 'CCNC', 'PSD4', 'STAT3', 'NBL1']"
101,Stim48hr,0.5866465284717823,1.0,100,13.0,"['YPEL3', 'GSDMB', 'CXCR4', 'FAS', 'CDKN1A', 'ATP2A2', 'SESN1', 'MCL1', 'CLEC2D', 'TRIM22', 'ZMAT3', 'IL2', 'SATB1']"
109,Stim48hr,0.5866465284717823,1.0,100,13.0,"['BHLHE40', 'YPEL3', 'PPP1R3B', 'TMPRSS3', 'ATP2A2', 'HNRNPAB', 'MCL1', 'PHF3', 'TOMM22', 'CD226', 'FEN1', 'CXCR4', 'STAT3']"
107,Stim48hr,0.6328341045475724,1.0,101,14.0,"['ACTR1B', 'HELZ', 'YPEL3', 'CUTA', 'ACAP1', 'HNRNPAB', 'MCL1', 'RAB5B', 'CD3E', 'TOMM22', 'CD5', 'CXCR4', 'STAT3', 'ARAP1']"
87,Stim48hr,0.7525601067608785,1.0,100,16.0,"['RRAS2', 'ACTA2', 'PCMTD1', 'DRAM1', 'PSMG1', 'LYST', 'PSAT1', 'CDKN1A', 'SLC39A8', 'SESN1', 'MYB', 'TRIM22', 'ZMAT3', 'AEBP2', 'CXCR4', 'LITAF']"
96,Stim48hr,0.6404671227467051,1.0,100,14.0,"['ACTA2', 'PCMTD1', 'RBPJ', 'CUTA', 'LYST', 'PTGIR', 'CDKN1A', 'PSMG1', 'PSAT1', 'CD3E', 'TRIM22', 'ZMAT3', 'LITAF', 'ORMDL3']"
95,Stim48hr,0.5866465284717823,1.0,100,13.0,"['FYB1', 'VEGFB', 'TMEM39A', 'PSAT1', 'LEF1', 'SLC7A1', 'CTH', 'NLRC5', 'TRIM22', 'ANXA11', 'CREM', 'CXCR4', 'LITAF']"
41,Stim48hr,0.6404671227467051,1.0,100,14.0,"['ERAP1', 'PPM1G', 'ACTR2', 'DUSP16', 'C12orf75', 'SDF2L1', 'LMNA', 'KDELR2', 'LMAN1', 'PDIA3', 'USP12', 'CDK6', 'NCALD', 'DAP']"
17,Stim48hr,0.5342411088061686,1.0,100,12.0,"['IL2RA', 'MAD1L1', 'BLM', 'ZNF568', 'PSAT1', 'ZNF254', 'PERP', 'UBAC1', 'ETS1', 'PHGDH', 'TOMM22', 'CCDC34']"
21,Stim48hr,0.9961419318178818,1.0,100,20.0,"['KRAS', 'ARHGAP45', 'FYB1', 'OAS3', 'TRAFD1', 'ODC1', 'MX1', 'IL9', 'PSAT1', 'GNL3', 'ST3GAL1', 'SRPK1', 'SYNE2', 'IL10RA', 'TUFM', 'CDC42SE2', 'MCL1', 'MAPK1', 'ZC3H15', 'ADA2']"
24,Stim48hr,0.3378297347721928,1.0,100,8.0,"['TCTA', 'VMP1', 'XRCC2', 'CUTA', 'FUBP1', 'RANBP6', 'RSRP1', 'TXNDC11']"
109,Stim8hr,0.8536195289087174,1.0,100,17.0,"['CARD11', 'OS9', 'FAF1', 'SEH1L', 'VMP1', 'RCC1', 'CALM2', 'CDKN3', 'JARID2', 'TRIB1', 'WDR36', 'KIF11', 'TSC22D2', 'CD3E', 'PNPO', 'SMIM14', 'RIT1']"
6,Stim48hr,0.6957538512595126,1.0,100,15.0,"['RRAS2', 'CDC37', 'BRPF1', 'LCP1', 'SEH1L', 'USO1', 'RPIA', 'RAB5C', 'ATP5MG', 'CUTA', 'ZMYM4', 'CDKAL1', 'ZNF830', 'NCALD', 'TMED5']"
0,Stim48hr,0.5866465284717823,1.0,100,13.0,"['ELP6', 'CHD3', 'FYB1', 'SEH1L', 'FOCAD', 'SPC24', 'PKIA', 'KIF21B', 'SGF29', 'HMGN1', 'ITM2A', 'SNRPC', 'CA11']"
2,Stim48hr,0.4334833090142952,1.0,100,10.0,"['TNPO3', 'ATP5MK', 'BCL6', 'LEF1', 'TIMM21', 'THAP12', 'VAPA', 'MICOS10', 'ACTN1', 'UBASH3A']"
28,Stim48hr,0.7525601067608785,1.0,100,16.0,"['RYBP', 'CXCR4', 'BCL6', 'C12orf75', 'TMPRSS3', 'FADS2', 'HNRNPAB', 'SESN1', 'MCL1', 'CDKN1B', 'CCNC', 'TRIM22', 'ZMAT3', 'MAT2B', 'SATB1', 'STAT3']"
63,Stim48hr,0.932669614652807,1.0,100,19.0,"['ATP8B4', 'KIF21B', 'NPEPPS', 'GRAMD1B', 'ITGAV', 'ABCB1', 'SPNS3', 'IAH1', 'LYST', 'PHGDH', 'SLC35B2', 'LITAF', 'CHN1', 'SLC43A3', 'NFKB1', 'CDYL2', 'PSAT1', 'PTPRK', 'PTPN11']"
58,Stim48hr,0.8709578258023074,1.0,100,18.0,"['PPM1G', 'JAK1', 'SDF2L1', 'IDI1', 'TMPRSS3', 'FADS2', 'HNRNPAB', 'SESN1', 'HINT1', 'MCL1', 'CCNC', 'CDKN1B', 'CD3E', 'FEN1', 'TOMM22', 'MAT2B', 'CXCR4', 'STAT3']"
33,Stim48hr,0.6404671227467051,1.0,100,14.0,"['ANXA3', 'FOXO1', 'ATP5MK', 'KIF2A', 'CUTA', 'PHF19', 'C12orf75', 'STAT4', 'ITM2A', 'PHGDH', 'IGF1R', 'FADS2', 'CDK6', 'DR1']"
36,Stim48hr,0.932669614652807,1.0,100,19.0,"['SDF2L1', 'HINT1', 'CARMIL2', 'KCTD20', 'AHR', 'IMMP2L', 'CEMIP2', 'RSRP1', 'CDC37', 'TESPA1', 'C12orf75', 'ITPR1', 'AVEN', 'DARS1', 'KIF1B', 'MBD2', 'PTRHD1', 'GLRX3', 'MIF']"
8,Rest,0.8410425730123802,1.0,100,17.0,"['TRIM14', 'PGD', 'FUT8', 'HCLS1', 'ITGAM', 'HDAC4', 'ARPC2', 'FAS', 'IFITM2', 'TNIP1', 'PLAC8', 'CDC42SE2', 'FLI1', 'CCNC', 'IL10RB', 'CLEC2D', 'RSRP1']"
6,Rest,1.1410437714244492,1.0,102,22.0,"['RALY', 'RCC1', 'CASP8', 'RCN1', 'BRPF1', 'LCP1', 'PHGDH', 'NCALD', 'CUTA', 'PSAT1', 'PSMB9', 'PRPS2', 'CA11', 'GLUL', 'ANXA6', 'FHL3', 'SPTLC2', 'LRRC57', 'MKI67', 'C1orf21', 'PDIA3', 'CARD11']"
7,Rest,0.5007372101170298,1.0,100,11.0,"['EDEM2', 'LCP1', 'ACTR2', 'ZMIZ1', 'C12orf75', 'IKZF1', 'DRAM2', 'CDKN1A', 'MKI67', 'USP25', 'ANXA6']"
22,Rest,1.1804067672162246,1.0,9,2.0,"['CCR5', 'TLR1']"
17,Rest,0.6639733501139057,1.0,100,14.0,"['LRRC58', 'ZFP90', 'MAD1L1', 'MAGI3', 'ZNF568', 'PHF19', 'SLC43A3', 'ZNF254', 'PERP', 'UBAC1', 'ETS1', 'CYLD', 'PLEC', 'GLUL']"
2,Rest,0.5537015037900869,1.0,100,12.0,"['TNPO3', 'CHD3', 'PTPN22', 'PDK1', 'CUTA', 'PCYOX1L', 'SH3YL1', 'CCNC', 'HS2ST1', 'MICOS10', 'MTIF3', 'ANXA6']"
0,Rest,0.5537015037900869,1.0,100,12.0,"['CD44', 'CA11', 'CDC73', 'KPTN', 'CLYBL', 'KIF21B', 'SGO2', 'CARD6', 'MUC1', 'NRDC', 'CARD11', 'NINJ2']"
10,Stim8hr,0.7325450591956414,1.0,100,15.0,"['WDR41', 'TRANK1', 'DUSP22', 'RBM17', 'RCC1', 'STAT4', 'CUTA', 'ADA2', 'TUFM', 'ETS1', 'MUC1', 'C1orf174', 'GPD2', 'C8orf33', 'CD109']"
15,Stim8hr,0.7922603426204701,1.0,100,16.0,"['MBNL1', 'TRAF1', 'PRKCB', 'FAF1', 'ACTR1B', 'HADH', 'VMP1', 'ZRANB2', 'AKAP11', 'MARCHF7', 'KPNB1', 'BCL2L11', 'CRIM1', 'NRDC', 'DOT1L', 'ATAD3B']"
9,Stim8hr,0.6744153755868608,1.0,100,14.0,"['WDR41', 'ARPC5', 'RBM17', 'RCC1', 'CUTA', 'TUFM', 'ETS1', 'SERTAD2', 'MUC1', 'GPD2', 'ADPRH', 'ADA2', 'MIF', 'PRXL2C']"
0,Stim8hr,0.3559899673300612,1.0,100,8.0,"['FYB1', 'SEH1L', 'CDC73', 'ENTR1', 'CALM2', 'SGF29', 'COMMD1', 'SLC35B2']"
24,Stim8hr,0.6178156750042831,1.0,100,13.0,"['NRDC', 'EPAS1', 'IL2RA', 'VMP1', 'CALM2', 'GVQW3', 'ZNF594', 'DMAC1', 'NR1H3', 'FUBP1', 'FOXP3', 'ZRANB2', 'ODC1']"
17,Stim8hr,0.4566774624599872,1.0,100,10.0,"['RERE', 'RCC1', 'IRF4', 'SLC43A3', 'LEF1', 'UBAC1', 'ELMO1', 'SRPK1', 'ZNF808', 'PLEC']"
105,Rest,0.9675497258064836,1.0,100,19.0,"['SGO1', 'KIF11', 'STK38', 'PCMTD1', 'TRANK1', 'BIRC5', 'RASSF3', 'SAMHD1', 'RRM1', 'ARID5B', 'TNFRSF14', 'RENBP', 'IL10RA', 'PRKCQ', 'MKI67', 'CD37', 'CTSS', 'NLRC5', 'SMC4']"
101,Rest,0.6639733501139057,1.0,100,14.0,"['RASSF3', 'OS9', 'NOP58', 'YPEL3', 'RCC1', 'SLC44A2', 'CASP8', 'MED15', 'CD3E', 'CTSS', 'TP53INP1', 'ADA2', 'MIF', 'STK38']"
102,Rest,0.585601252176633,1.0,48,6.0,"['VEGFB', 'PSAT1', 'PHGDH', 'LMAN1', 'PDIA3', 'VEGFA']"
111,Rest,0.7213854819268483,1.0,100,15.0,"['SOCS1', 'AGO2', 'ARPC2', 'C12orf75', 'IFITM2', 'LMNA', 'CD274', 'SERTAD2', 'MUC1', 'DHCR7', 'FADS2', 'DUSP5', 'FADS1', 'STAT1', 'TBX21']"
110,Rest,1.0324041355434908,1.0,5,1.0,['RNF145']
107,Rest,1.5932123224752288,1.0,18,5.0,"['DPP4', 'KIF2A', 'KLF6', 'ITFG1', 'RSRP1']"
68,Stim8hr,0.7325450591956414,1.0,100,15.0,"['PMAIP1', 'SPNS3', 'SPC24', 'PSAT1', 'SLC7A1', 'PXK', 'KIF21B', 'VLDLR', 'CTH', 'PHGDH', 'CSK', 'HDGF', 'BIRC5', 'TMSB4X', 'VEGFA']"
67,Stim8hr,0.7922603426204701,1.0,100,16.0,"['CD44', 'MYC', 'RNF114', 'DPP4', 'KLF6', 'PSAT1', 'LRIG2', 'TNFSF8', 'ERN1', 'CTH', 'NFKBIZ', 'SLC30A7', 'CLEC2D', 'GADD45G', 'FEN1', 'ZBTB21']"
41,Stim8hr,0.5626928742394659,1.0,100,12.0,"['TNFRSF11A', 'PPM1G', 'RBM17', 'TMEM39A', 'SEC61G', 'PDIA3', 'BATF', 'HDGF', 'LMAN1', 'GRAMD1B', 'ADGRG5', 'TMED5']"
37,Stim8hr,0.9166837712060996,1.0,100,18.0,"['TRIM14', 'IL10', 'CHD3', 'SLU7', 'CD44', 'PTRHD1', 'CDC73', 'CISD3', 'TRABD2A', 'INTS15', 'YTHDF3', 'TUFM', 'CSK', 'SAT1', 'GYPC', 'MYLIP', 'SEPTIN9', 'RSRP1']"
42,Stim8hr,0.8536195289087174,1.0,100,17.0,"['TNFRSF11A', 'TLE4', 'RCC1', 'EXTL2', 'IFITM2', 'SLC12A7', 'HIF1A', 'CDKN1A', 'PLCG2', 'TIAM1', 'JAK2', 'SERTAD2', 'CSK', 'FUBP1', 'WDR36', 'NXPE3', 'ANXA6']"
45,Stim8hr,0.7922603426204701,1.0,100,16.0,"['TRAF1', 'PMAIP1', 'RAVER1', 'STK24', 'IAH1', 'PHLDA1', 'RYBP', 'SAMHD1', 'C12orf75', 'HIVEP3', 'MAN2A1', 'ATP2A2', 'CD3E', 'SAT1', 'GALNT10', 'JUND']"
39,Rest,0.9675497258064836,1.0,100,19.0,"['GSE1', 'KLF12', 'FYB1', 'CISD3', 'BCL6', 'TMEM116', 'MUC1', 'CX3CR1', 'UQCC2', 'ARMC12', 'PSMB9', 'FBXL17', 'PATJ', 'CLUAP1', 'MARCHF7', 'AKT3', 'IFI30', 'TCEA2', 'CHD6']"
37,Rest,1.0335358950276998,1.0,100,20.0,"['INTS15', 'CASP8', 'EZR', 'ARHGAP45', 'STAT1', 'SMCHD1', 'GPR183', 'MAP4K2', 'BCL6', 'TSPAN3', 'RSRP1', 'PTTG1', 'CHD3', 'ICAM3', 'TRABD2A', 'ZSWIM6', 'MYC', 'PTRHD1', 'DRAM2', 'RASGRP1']"
45,Rest,0.9675497258064836,1.0,100,19.0,"['CCDC6', 'HINT1', 'CHST2', 'SH2D2A', 'NFKBIA', 'GZMB', 'BCL6', 'SLA', 'UQCC2', 'PRAG1', 'TRAF1', 'TNFAIP8', 'ICAM1', 'MYC', 'ATP5MG', 'ITGAL', 'ITGAX', 'PDE7A', 'IL7R']"
64,Rest,0.9675497258064836,1.0,100,19.0,"['ACTA2', 'STK17B', 'PPP2R5C', 'TNFSF8', 'RAB5B', 'UFM1', 'CASP8', 'KIF11', 'FEN1', 'PCMTD1', 'CX3CR1', 'KDM4C', 'CXCR4', 'ZNF644', 'PXK', 'SESN1', 'SGO2', 'TUT7', 'ADA2']"
51,Rest,0.6080965225948239,1.0,100,13.0,"['RRAS2', 'TMBIM1', 'MYC', 'VEGFB', 'C12orf75', 'SLC7A1', 'CDKN1A', 'RASGRP1', 'PHGDH', 'CCR5', 'RNF144A', 'VEGFA', 'ANXA6']"
28,Rest,0.9675497258064836,1.0,100,19.0,"['ZFP90', 'SDF2L1', 'USP25', 'ZMYM2', 'SLC48A1', 'CAST', 'PARK7', 'RNF144A', 'NR3C1', 'RASA3', 'M6PR', 'ACAP1', 'ATG16L2', 'LNPEP', 'SYTL2', 'ATP5MG', 'MARCHF7', 'ITPKB', 'TOMM22']"
24,Rest,0.5007372101170298,1.0,100,11.0,"['TCTA', 'ANXA4', 'VMP1', 'GVQW3', 'ZNF594', 'CUTA', 'FUBP1', 'ZC2HC1A', 'ZRANB2', 'RANBP6', 'XRCC2']"
26,Rest,0.8410425730123802,1.0,100,17.0,"['PCMTD1', 'UBL3', 'MYC', 'TXK', 'KIF20B', 'ERN1', 'BCL2L11', 'NDC80', 'MKI67', 'CIT', 'NUDT1', 'KIF11', 'SGO2', 'SGO1', 'NEIL3', 'SMC4', 'CD37']"
36,Rest,,1.0,5,,[]
32,Rest,0.8410425730123802,1.0,100,17.0,"['GRINA', 'SOCS1', 'VEGFB', 'ATP8B4', 'ITGAM', 'STIM1', 'CUTA', 'FAM53B', 'KLF3', 'SKAP1', 'TIAM1', 'GFI1', 'CCR5', 'PREX1', 'CX3CR1', 'SYNE2', 'LNPEP']"
34,Rest,1.0335358950276998,1.0,100,20.0,"['ITGAM', 'FAS', 'PLAC8', 'IL10RB', 'ARPC5', 'HCLS1', 'HDAC4', 'SP110', 'FLI1', 'CLEC2D', 'ARPC2', 'RSRP1', 'TRIM14', 'FUT8', 'IFITM2', 'TNIP1', 'CCNC', 'IKBKE', 'CDC42SE2', 'PGD']"
