gene,gene_id,condition,donor_correlation_mean,donor_correlation_min
PAGR1,ENSG00000280789,Stim8hr,0.7187459849424155,0.6897974982637087
PAIP1,ENSG00000172239,Stim8hr,0.2931176735881823,0.2545542053151239
PAK1,ENSG00000149269,Stim8hr,-0.2340939562711017,-0.3328600536503555
PAK2,ENSG00000180370,Stim8hr,0.6738645286224073,0.5839544260247305
PAN2,ENSG00000135473,Stim8hr,0.8295420749690251,0.6941993261646314
PAN3,ENSG00000152520,Stim8hr,0.6464291602851979,0.5241126290836714
PAPOLA,ENSG00000090060,Stim8hr,0.482803458406404,0.37257755624233
PAQR7,ENSG00000182749,Stim8hr,0.0845925138006237,0.0585689109025543
PARP14,ENSG00000173193,Stim8hr,-0.0680424752921443,-0.1731346334049371
PARP2,ENSG00000129484,Stim8hr,0.3442561978628659,0.1629521806491443
PARP3,ENSG00000041880,Stim8hr,0.4532407882422904,0.225765442973463
PARS2,ENSG00000162396,Stim8hr,0.5698157642875384,0.3757513807566895
PAXIP1,ENSG00000157212,Stim8hr,0.7062997144197624,0.6734979856567638
PBX2,ENSG00000204304,Stim8hr,0.2554311854723565,0.2162142921550616
PCBP1,ENSG00000169564,Stim8hr,0.3613364879189806,0.2837867731324389
PCBP2,ENSG00000197111,Stim8hr,0.0065727560562637,-0.0800337276858332
PCGF1,ENSG00000115289,Stim8hr,0.7432431700624926,0.6236524652724654
PCGF6,ENSG00000156374,Stim8hr,0.4303991000255504,0.0537232147980188
PCNX3,ENSG00000197136,Stim8hr,0.7908783709192261,0.7494230578177778
PCSK5,ENSG00000099139,Stim8hr,-0.0176182406044278,-0.3337117906358045
PCYT2,ENSG00000185813,Stim8hr,0.5569827101695392,0.4722813097110805
PDAP1,ENSG00000106244,Stim8hr,0.5003265259573645,0.3609772253746099
PDCD10,ENSG00000114209,Stim8hr,0.4692833245028865,0.3775362882759955
PDCD2,ENSG00000071994,Stim8hr,0.0552289151505334,-0.0197902676294309
PDCD2L,ENSG00000126249,Stim8hr,0.0501904846298857,0.0275139928734141
PDCD5,ENSG00000105185,Stim8hr,0.7120179968451446,0.705705090641748
PDCL,ENSG00000136940,Stim8hr,0.6148134987139774,0.6027286687594033
PDIA3,ENSG00000167004,Stim8hr,-0.2711062292138912,-0.3066492505209476
PDIA6,ENSG00000143870,Stim8hr,0.6729942100461664,0.5752238661105173
PDLIM2,ENSG00000120913,Stim8hr,-0.1228174024020752,-0.1968037838187124
PDPK1,ENSG00000140992,Stim8hr,0.4528703186758956,0.4177163750051164
PDS5B,ENSG00000083642,Stim8hr,0.6332216640001356,0.5048131119537351
PDSS1,ENSG00000148459,Stim8hr,0.4416540795265742,0.3146183153429319
PDSS2,ENSG00000164494,Stim8hr,0.5295542666361168,0.5181437617813948
PELO,ENSG00000152684,Stim8hr,0.8677636394047071,0.8677636394047071
PET117,ENSG00000232838,Stim8hr,0.5650736314611918,0.4563580870308498
PEX1,ENSG00000127980,Stim8hr,0.1508861029057534,0.1234232336884254
PEX5,ENSG00000139197,Stim8hr,0.7214196624773194,0.6775792327915401
PEX6,ENSG00000124587,Stim8hr,0.0340423386141523,0.0018315820032203
PFAS,ENSG00000178921,Stim8hr,0.1792892606364699,0.1342294288324451
PFDN5,ENSG00000123349,Stim8hr,0.3570152708284086,0.1925029127413327
PFDN6,ENSG00000204220,Stim8hr,0.0132752143891364,-0.1689024589918031
PGAM1,ENSG00000171314,Stim8hr,0.4606672144469554,0.4409213334982206
PGBD2,ENSG00000185220,Stim8hr,0.5172277975672944,0.3841135733514734
PGGT1B,ENSG00000164219,Stim8hr,0.5580550531793865,0.4292286887085142
PGK1,ENSG00000102144,Stim8hr,0.4647608591727468,0.4226774459543077
PGS1,ENSG00000087157,Stim8hr,0.5688391104265883,0.4379237895533506
PHF12,ENSG00000109118,Stim8hr,0.5189527927400511,0.3981438349204883
PHF19,ENSG00000119403,Stim8hr,-0.0357606812874859,-0.2375339600135862
PHF20L1,ENSG00000129292,Stim8hr,0.2596305402955901,-0.0879413566070421
PHF23,ENSG00000040633,Stim8hr,0.4390370966069494,0.1990461882783569
PHF3,ENSG00000118482,Stim8hr,0.2426255388335465,0.0317596375471286
PHF8,ENSG00000172943,Stim8hr,0.6864404988073133,0.5333314108410108
PHLPP2,ENSG00000040199,Stim8hr,0.4792311145978529,0.2867319421721881
PHOSPHO2,ENSG00000144362,Stim8hr,0.6285633549332873,0.5741235063257971
PI16,ENSG00000164530,Stim8hr,-0.0699915450857718,-0.3494927484160052
PIBF1,ENSG00000083535,Stim8hr,0.4683246995833445,0.3650398571703941
PIGB,ENSG00000069943,Stim8hr,-0.0573170170672043,-0.1774493252527351
PIGN,ENSG00000197563,Stim8hr,-0.0748750559388925,-0.0884584450894298
PIGW,ENSG00000277161,Stim8hr,0.1153473899538292,-0.1320281917241581
PIK3R4,ENSG00000196455,Stim8hr,0.4087297704378234,0.3804666238728735
PIM1,ENSG00000137193,Stim8hr,0.4690553446058381,0.4595350247277731
PJA2,ENSG00000198961,Stim8hr,0.4339716101479839,0.1940218162037102
PKM,ENSG00000067225,Stim8hr,0.586902367459518,0.5402502747436163
PKNOX1,ENSG00000160199,Stim8hr,0.6757044072776693,0.581705685969336
PLA2G4A,ENSG00000116711,Stim8hr,-0.1403223260255898,-0.1670000491642528
PLAT,ENSG00000104368,Stim8hr,0.4268091146321826,0.3087600959836097
PLCG1,ENSG00000124181,Stim8hr,0.735351086294003,0.6882582221130416
PLEK2,ENSG00000100558,Stim8hr,0.5199157835482832,0.3998445125942436
PLEKHH2,ENSG00000152527,Stim8hr,0.3019563837743757,-0.0134944412621959
PLIN4,ENSG00000167676,Stim8hr,0.1152397916721153,0.085538629727018
PMM2,ENSG00000140650,Stim8hr,0.2831379397179305,0.2105101042539555
PMPCB,ENSG00000105819,Stim8hr,0.1676955559923116,0.0580708300606361
PMVK,ENSG00000163344,Stim8hr,0.6891297460692861,0.3974586947817064
PNKP,ENSG00000039650,Stim8hr,-0.1536713976785992,-0.2521974562174688
PNPT1,ENSG00000138035,Stim8hr,0.4967010076805444,0.4544532240180298
POLDIP3,ENSG00000100227,Stim8hr,0.1204128319644037,0.0042925367365657
POLG,ENSG00000140521,Stim8hr,0.6535301434074493,0.4910205597582223
POLG2,ENSG00000256525,Stim8hr,0.6294595124437911,0.4928318745279434
POLR2K,ENSG00000147669,Stim8hr,-0.0280949391603192,-0.1088694299349823
POLR3H,ENSG00000100413,Stim8hr,0.2727969841364833,0.1862097087069469
POLRMT,ENSG00000099821,Stim8hr,0.2968129315476521,0.0107473177109135
PPA2,ENSG00000138777,Stim8hr,0.3492721346901559,0.202261947324123
PPAT,ENSG00000128059,Stim8hr,0.0869360303566287,-0.0646672734059877
PPCDC,ENSG00000138621,Stim8hr,0.1542562934175656,0.0127852778585103
PPCS,ENSG00000127125,Stim8hr,0.390663144805512,0.372540294132466
PPDPF,ENSG00000125534,Stim8hr,-0.2032065670377863,-0.366910590440816
PPHLN1,ENSG00000134283,Stim8hr,0.5927681902271625,0.4919271433964559
PPIH,ENSG00000171960,Stim8hr,0.5159513252444669,0.4808225856047914
PPIL1,ENSG00000137168,Stim8hr,0.4143490228132535,0.2654430887768585
PPM1D,ENSG00000170836,Stim8hr,0.509135456448202,0.2440641169455061
PPP1R10,ENSG00000204569,Stim8hr,0.1316623720413875,0.0399169340003432
PPP1R11,ENSG00000204619,Stim8hr,0.5738880309226032,0.5186785915117336
PPP1R12A,ENSG00000058272,Stim8hr,0.3074487627041981,0.0026278984862056
PPP1R13L,ENSG00000104881,Stim8hr,0.6192110373463259,0.5020066257299167
PPP1R15B,ENSG00000158615,Stim8hr,0.3557161152678274,0.1512958685241155
PPP1R18,ENSG00000146112,Stim8hr,0.5943528024144413,0.4963116742499729
PPP1R2,ENSG00000184203,Stim8hr,0.1163933887765126,0.0185893716873367
PPP1R7,ENSG00000115685,Stim8hr,0.7250821864413197,0.6544335375603676
PPP2R5C,ENSG00000078304,Stim8hr,0.3993320275215066,0.2670221937629002
PPP3R1,ENSG00000221823,Stim8hr,0.4365387120436599,0.3276488010780355
PPP4C,ENSG00000149923,Stim8hr,0.350570697794158,0.2798336682839544
PPP6C,ENSG00000119414,Stim8hr,0.3711165352363284,0.2945211846247808
PPRC1,ENSG00000148840,Stim8hr,0.524591931447938,0.4645772168820959
PQBP1,ENSG00000102103,Stim8hr,0.252452208766086,0.0991339603065203
PRAM1,ENSG00000133246,Stim8hr,-0.1946360385017889,-0.2354499950676288
PRCC,ENSG00000143294,Stim8hr,0.0928952303235889,0.0233343425280846
PRDM15,ENSG00000141956,Stim8hr,0.7503111419158771,0.67075934174638
PRF1,ENSG00000180644,Stim8hr,0.0146741942618027,-0.2777737074206373
PRKAR1A,ENSG00000108946,Stim8hr,0.4023058920757254,0.372116268116936
PRKAR1B,ENSG00000188191,Stim8hr,0.2364763244231479,0.2213327178044334
PRKCSH,ENSG00000130175,Stim8hr,0.3129292099153281,0.0535313940773628
PRKD2,ENSG00000105287,Stim8hr,0.7053267187569041,0.5530503937744464
PRKDC,ENSG00000253729,Stim8hr,0.0796447604587804,-0.054018889136781
PRKRA,ENSG00000180228,Stim8hr,0.5165750632502633,0.403441954810665
PROX2,ENSG00000119608,Stim8hr,0.1484113684983622,0.0125609124243579
PROZ,ENSG00000126231,Stim8hr,-0.2290504426679932,-0.3024201641790424
PRPF38B,ENSG00000134186,Stim8hr,0.401722643563324,0.236769972991777
PRPF39,ENSG00000185246,Stim8hr,0.6275157685350012,0.562836145205949
PRRC2A,ENSG00000204469,Stim8hr,0.6668660669976377,0.4896288078709711
PRRC2C,ENSG00000117523,Stim8hr,-0.4206754078625598,-0.5384435103662156
PRUNE1,ENSG00000143363,Stim8hr,0.5614893337900541,0.3144630218483966
PSIP1,ENSG00000164985,Stim8hr,0.6201890947825723,0.5447492140553296
PSMB6,ENSG00000142507,Stim8hr,-0.1184270242720902,-0.2586203314630088
PSMB8,ENSG00000204264,Stim8hr,0.2392314919856285,0.0509030471745022
PSMB9,ENSG00000240065,Stim8hr,0.2797412580425813,-0.0456818649411729
PSMC5,ENSG00000087191,Stim8hr,-0.1860601004147876,-0.2107362119152672
PSMF1,ENSG00000125818,Stim8hr,0.6302047087963341,0.5720651394164459
PTBP1,ENSG00000011304,Stim8hr,0.3441653610209484,0.3119450655618374
PTCD2,ENSG00000049883,Stim8hr,0.6833335654781543,0.5793481768149223
PTDSS2,ENSG00000174915,Stim8hr,0.3013810947404421,0.1886432264684266
PTEN,ENSG00000171862,Stim8hr,0.6717203190275329,0.591435810664623
PTK6,ENSG00000101213,Stim8hr,0.2580978354084363,0.1194103343791647
PTMA,ENSG00000187514,Stim8hr,0.5338160974806779,0.4691236507525327
PTP4A2,ENSG00000184007,Stim8hr,-0.2053313804398004,-0.2232887537403549
PTPA,ENSG00000119383,Stim8hr,0.6243654491205279,0.5685740832013891
PTPN1,ENSG00000196396,Stim8hr,0.00199843403744,-0.1500475109955781
PTPN2,ENSG00000175354,Stim8hr,0.5895119229546065,0.4312733861696631
PTPRC,ENSG00000081237,Stim8hr,0.6511569171045947,0.578001453856371
PTRH2,ENSG00000141378,Stim8hr,0.4015484813991528,0.072806584628411
PUDP,ENSG00000130021,Stim8hr,0.3295776816537064,0.1381136397875301
PUM1,ENSG00000134644,Stim8hr,0.5531227659192524,0.2654185086851242
PUS3,ENSG00000110060,Stim8hr,0.0087239659653031,-0.1306465210353181
PXMP4,ENSG00000101417,Stim8hr,-0.1385973758382672,-0.2684691713616352
QRICH1,ENSG00000198218,Stim8hr,0.1588636269533732,0.1154490457399629
QRSL1,ENSG00000130348,Stim8hr,0.3762861636696965,0.1571902130729135
R3HCC1L,ENSG00000166024,Stim8hr,0.4444620344156487,0.2281229381620431
RAB11FIP1,ENSG00000156675,Stim8hr,-0.1607553471115711,-0.2374406479383147
RAB19,ENSG00000146955,Stim8hr,-0.2851418616348776,-0.3418319120874332
RAB27B,ENSG00000041353,Stim8hr,-0.1374699157493633,-0.3798786921599607
RAB33A,ENSG00000134594,Stim8hr,-0.1686296317473864,-0.2468805769923372
RAC2,ENSG00000128340,Stim8hr,0.3316642277210306,0.2755286159843188
RAD23A,ENSG00000179262,Stim8hr,0.4761162977908695,0.4538927019969219
RAD51B,ENSG00000182185,Stim8hr,0.4974303549956546,0.2215105226124668
RAD54L2,ENSG00000164080,Stim8hr,-0.1814858746286112,-0.2184473662305779
RANBP3,ENSG00000031823,Stim8hr,0.2655684438963355,0.1683558913177708
RAP2A,ENSG00000125249,Stim8hr,0.3393500296088869,0.1630544423576103
RASA2,ENSG00000155903,Stim8hr,0.5570763427649753,0.4764572769382389
RASGRP1,ENSG00000172575,Stim8hr,-0.0619527162347442,-0.1024780737598605
RASSF6,ENSG00000169435,Stim8hr,0.3436276738865617,-0.0111117342218713
RAVER1,ENSG00000161847,Stim8hr,0.4724852506333885,0.2118108482496773
RB1CC1,ENSG00000023287,Stim8hr,0.0531724073091106,-0.0023499846601213
RBFA,ENSG00000101546,Stim8hr,-0.1505092747634134,-0.1886676058545572
RBM10,ENSG00000182872,Stim8hr,0.5472775464351768,0.4782717053598546
RBM12,ENSG00000244462,Stim8hr,0.410338295075165,0.177854928125638
RBM18,ENSG00000119446,Stim8hr,0.5861147624881188,0.5082076708057991
RBM27,ENSG00000091009,Stim8hr,0.4093035626429977,0.3634774535919823
RBM33,ENSG00000184863,Stim8hr,0.1429805027619791,0.0851918979606067
RBM5,ENSG00000003756,Stim8hr,0.6175343451991026,0.4829942833563269
RBM7,ENSG00000076053,Stim8hr,0.0904319764047898,0.0095184118565939
RBP5,ENSG00000139194,Stim8hr,-0.0794038007112689,-0.1998477937150094
RBPJ,ENSG00000168214,Stim8hr,0.6112410164872876,0.3547187398539976
RBSN,ENSG00000131381,Stim8hr,0.1048738176942788,-0.0361588183643494
RC3H1,ENSG00000135870,Stim8hr,0.3885080355803976,0.2197469967379675
RCBTB1,ENSG00000136144,Stim8hr,0.1374856800682554,-0.1141221421677266
RCN1,ENSG00000049449,Stim8hr,0.5298577901805448,0.3542731893852087
RCOR1,ENSG00000089902,Stim8hr,0.7116311925623382,0.6070857293671093
RDH13,ENSG00000160439,Stim8hr,0.3470905734427529,0.2792077552909365
REL,ENSG00000162924,Stim8hr,0.5242108554310971,0.4438029439481141
RELA,ENSG00000173039,Stim8hr,0.3411128921831217,0.2692376818934342
RELL2,ENSG00000164620,Stim8hr,0.5613929281270348,0.4712991744453649
RELT,ENSG00000054967,Stim8hr,0.4535496922812081,0.244832512128969
REST,ENSG00000084093,Stim8hr,0.6224505874580261,0.5116705882839018
RFT1,ENSG00000163933,Stim8hr,0.5073909023992182,0.4566810250982661
RFWD3,ENSG00000168411,Stim8hr,0.174414782677702,0.0895246148299148
RFX1,ENSG00000132005,Stim8hr,0.6987974303759472,0.6772696737855718
RFXANK,ENSG00000064490,Stim8hr,0.6317546315959369,0.5501100968406606
RGPD6,ENSG00000183054,Stim8hr,-0.0341638424837427,-0.1272314927280711
RGS5,ENSG00000143248,Stim8hr,-0.5047342033297475,-0.7613658874528126
RHBDD3,ENSG00000100263,Stim8hr,0.5758064196621646,0.5134868012478172
RHBDF2,ENSG00000129667,Stim8hr,0.5328308084721275,0.4010537734473112
RHEB,ENSG00000106615,Stim8hr,-0.1646505166827943,-0.2070429119414508
RHOF,ENSG00000139725,Stim8hr,0.0614109099927743,0.0415969302658759
RICTOR,ENSG00000164327,Stim8hr,0.6072359892371816,0.1190005325842702
RIDA,ENSG00000132541,Stim8hr,0.2896989884599357,0.1156524316245713
RIPK1,ENSG00000137275,Stim8hr,0.4393571393143916,0.0344499735508415
RIPOR1,ENSG00000039523,Stim8hr,0.312945248648955,0.2169023267929127
RITA1,ENSG00000139405,Stim8hr,0.30109692122519,0.1398091913701807
RMND5A,ENSG00000153561,Stim8hr,0.483847398288724,0.4176215183886979
RNASEH2A,ENSG00000104889,Stim8hr,0.0127255592284421,-0.0628952863493136
RNASEH2B,ENSG00000136104,Stim8hr,0.1205236464216615,0.0483724452378582
RNASEH2C,ENSG00000172922,Stim8hr,0.0279100759970458,0.0066974096699714
RNF145,ENSG00000145860,Stim8hr,0.7405927364854098,0.6006475136133278
RNF181,ENSG00000168894,Stim8hr,0.461968545205085,0.2521851632032016
RNF19B,ENSG00000116514,Stim8hr,0.5514306605215077,0.4174302765041894
RNF20,ENSG00000155827,Stim8hr,0.4874251402638667,0.4565872630285216
RNF215,ENSG00000099999,Stim8hr,-0.0467621360427484,-0.250401326987242
RNF31,ENSG00000092098,Stim8hr,0.0835307714760862,0.0400991794449955
RNF41,ENSG00000181852,Stim8hr,0.2454540010204228,0.1144325411736725
RNF7,ENSG00000114125,Stim8hr,0.4105724005536162,0.2051346105972042
RNFT1,ENSG00000189050,Stim8hr,-0.014414390720926,-0.2374630522690448
RNFT2,ENSG00000135119,Stim8hr,0.6858928709951636,0.5583309921780566
RPE,ENSG00000197713,Stim8hr,0.3864359585534132,0.2959160567411035
RPL29,ENSG00000162244,Stim8hr,0.1904207805978686,-0.0123639679344732
RPN1,ENSG00000163902,Stim8hr,0.366385490662134,0.265955666824495
RPP25L,ENSG00000164967,Stim8hr,0.2536785429595899,0.1285551123832642
RPRD1B,ENSG00000101413,Stim8hr,0.3156283275218192,0.2231545270630366
RPRD2,ENSG00000163125,Stim8hr,0.5969148553970319,0.5491822385002267
RPS19,ENSG00000105372,Stim8hr,0.4580424074825202,0.4355406009571472
RPS25,ENSG00000118181,Stim8hr,0.1844763016159031,0.1653908946905245
RPTOR,ENSG00000141564,Stim8hr,0.4385855039643571,0.3690272066324805
RPUSD1,ENSG00000007376,Stim8hr,0.1819562640088592,0.087138338787695
RRAGA,ENSG00000155876,Stim8hr,0.6902312980843058,0.5966949751302195
RRAGC,ENSG00000116954,Stim8hr,0.352425649908538,0.2560320056179015
RREB1,ENSG00000124782,Stim8hr,0.8252202835894494,0.776521933776996
RRM2B,ENSG00000048392,Stim8hr,0.1732261684366615,0.0846213391769926
RSBN1L,ENSG00000187257,Stim8hr,0.4921011813623335,0.3381017803258014
RTN4IP1,ENSG00000130347,Stim8hr,0.4095696511135759,0.1908453534786073
RTRAF,ENSG00000087302,Stim8hr,0.6584232269486933,0.645263785557371
RTTN,ENSG00000176225,Stim8hr,0.243300497210894,0.1292953471551492
RWDD2A,ENSG00000013392,Stim8hr,0.2909927355680782,0.2228725116749248
RWDD2B,ENSG00000156253,Stim8hr,0.0178547852787292,-0.1135239568268609
RWDD4,ENSG00000182552,Stim8hr,0.0747852434917218,-0.217722543524558
RXRB,ENSG00000204231,Stim8hr,0.2558563590067558,0.231878772724934
S100PBP,ENSG00000116497,Stim8hr,0.5509102699547417,0.2603158556293322
SAC3D1,ENSG00000168061,Stim8hr,0.1586301029981844,0.1273044082687609
SACM1L,ENSG00000211456,Stim8hr,0.1291664735405581,-0.1009356991905329
SAMD1,ENSG00000141858,Stim8hr,0.7378934423665351,0.6969342567694154
SAP130,ENSG00000136715,Stim8hr,0.1069388434991083,-0.1688476252674302
SARNP,ENSG00000205323,Stim8hr,0.469637336389778,0.1685647910146506
SARS2,ENSG00000104835,Stim8hr,0.4812248704707804,0.4088060426473603
SBNO1,ENSG00000139697,Stim8hr,0.4040283127313757,0.2625070044665479
SCAF11,ENSG00000139218,Stim8hr,0.1085860374649671,0.0203254026334407
SCAF4,ENSG00000156304,Stim8hr,0.6577516711735769,0.4956553759680921
SCAF8,ENSG00000213079,Stim8hr,0.541499929137353,0.4287122439875828
SCAP,ENSG00000114650,Stim8hr,0.4562630042281685,0.3536602938003964
SCGB2B2,ENSG00000205209,Stim8hr,0.082040314586381,-0.0386294583846872
SCO1,ENSG00000133028,Stim8hr,0.3770941634931701,0.2539555080088397
SCO2,ENSG00000284194,Stim8hr,0.5025728881047694,0.3874033047321099
SCRN3,ENSG00000144306,Stim8hr,-0.0388211935546746,-0.1327890585288169
SCRT2,ENSG00000215397,Stim8hr,0.0204802914554602,-0.0624044193775212
SCYL3,ENSG00000000457,Stim8hr,0.3612039263027368,0.2981968728095967
SDHAF4,ENSG00000154079,Stim8hr,0.5861505985148437,0.4444912578002158
SEC14L1,ENSG00000129657,Stim8hr,0.5368305984628169,0.4647324216907664
SEC14L2,ENSG00000100003,Stim8hr,0.1110656496981359,0.0583046239803069
SEC14L5,ENSG00000103184,Stim8hr,0.2577961540782953,0.1148830130816243
SEC22A,ENSG00000121542,Stim8hr,0.4513430842408032,0.3666171842286242
SEC24C,ENSG00000176986,Stim8hr,0.18863304624143,0.1573336953727971
SEC61B,ENSG00000106803,Stim8hr,0.6146337781364878,0.5688787022341382
SEC63,ENSG00000025796,Stim8hr,0.6644717908138164,0.657063380616939
SEL1L,ENSG00000071537,Stim8hr,0.5370224613534863,0.5254663820179004
SENP1,ENSG00000079387,Stim8hr,0.8311123819665553,0.6437331311546565
SENP5,ENSG00000119231,Stim8hr,0.6487386775502312,0.6285076731264978
SEPT7,ENSG00000122545,Stim8hr,-0.0018215274689728,-0.0686255953291945
SERBP1,ENSG00000142864,Stim8hr,-0.176523190088901,-0.7695623519080536
SETD1B,ENSG00000139718,Stim8hr,0.6445966855477758,0.5419951102636962
SETD2,ENSG00000181555,Stim8hr,0.5529746113573691,0.549475625176254
SETDB1,ENSG00000143379,Stim8hr,0.8220993199900265,0.7960101751262648
SFTPC,ENSG00000168484,Stim8hr,0.7371659179076209,0.7371659179076209
SFXN1,ENSG00000164466,Stim8hr,0.0225855854665773,-0.1010578402468846
SGF29,ENSG00000176476,Stim8hr,0.6011538143897565,0.5897421041778349
SHLD1,ENSG00000171984,Stim8hr,0.8716819171091906,0.846718631790466
SHOC2,ENSG00000108061,Stim8hr,0.5026820432777862,0.3303068222288904
SHQ1,ENSG00000144736,Stim8hr,0.4900420438000463,0.4351273721551147
SIAH2,ENSG00000181788,Stim8hr,0.2548329434973601,0.1823813968960278
SIK2,ENSG00000170145,Stim8hr,-0.0025777014567397,-0.1426187449628482
SIK3,ENSG00000160584,Stim8hr,0.5549566879957665,0.5154938568845195
SIN3A,ENSG00000169375,Stim8hr,-0.1664977893600278,-0.2488537446930967
SIN3B,ENSG00000127511,Stim8hr,0.6055824195156971,0.588604822520164
SINHCAF,ENSG00000139146,Stim8hr,0.2449254276280074,0.1570860762999956
SIRT6,ENSG00000077463,Stim8hr,0.778907512563292,0.4127998395298735
SIRT7,ENSG00000187531,Stim8hr,-0.1789305942762507,-0.2525773759157163
SKA2,ENSG00000182628,Stim8hr,0.5828905889631645,0.2116802487721975
SKIV2L,ENSG00000204351,Stim8hr,0.3323932063265093,0.2613747208987539
SLA2,ENSG00000101082,Stim8hr,0.5283759258254266,0.467681176807941
SLAMF7,ENSG00000026751,Stim8hr,-0.0932899822124784,-0.16172360765364
SLC17A5,ENSG00000119899,Stim8hr,-0.0531760637487354,-0.0863988337832224
SLC22A15,ENSG00000163393,Stim8hr,-0.1294631823744858,-0.2686266542786515
SLC24A1,ENSG00000074621,Stim8hr,0.4963844134318189,0.4706848224508388
SLC25A1,ENSG00000100075,Stim8hr,0.422917170091931,0.3516210436739007
SLC25A10,ENSG00000183048,Stim8hr,0.4148004778453271,0.3000559330144315
SLC25A22,ENSG00000177542,Stim8hr,0.3431861071531996,0.2754040672056591
SLC25A26,ENSG00000144741,Stim8hr,0.5404790800677598,0.3043881416786109
SLC25A27,ENSG00000153291,Stim8hr,0.0113913070593027,-0.0282969699853913
SLC25A51,ENSG00000122696,Stim8hr,0.5727714650386956,0.4573954678176659
SLC31A1,ENSG00000136868,Stim8hr,0.3491487402337156,0.2162453594061739
SLC35B1,ENSG00000121073,Stim8hr,0.6239128865851443,0.5789659352626713
SLC35E3,ENSG00000175782,Stim8hr,0.5562889403764435,0.4313108980388592
SLC38A6,ENSG00000139974,Stim8hr,0.4775435100241829,0.4638459801339175
SLC39A13,ENSG00000165915,Stim8hr,0.2989508709484272,0.2133781380861614
SLC39A6,ENSG00000141424,Stim8hr,0.7010694495315554,0.5520262310309039
SLC3A2,ENSG00000168003,Stim8hr,0.6183246026635073,0.4666176333037786
SLC4A1AP,ENSG00000163798,Stim8hr,0.44456135693927,0.3588628926043131
SLC4A7,ENSG00000033867,Stim8hr,-0.0378625050230896,-0.0444319405147565
SLC5A6,ENSG00000138074,Stim8hr,-0.2038596892782095,-0.2924844055926567
SLC7A11,ENSG00000151012,Stim8hr,0.3355213262268872,0.2977955830790314
SLC7A6,ENSG00000103064,Stim8hr,0.4329746493617934,0.3705458183838784
SLC9A5,ENSG00000135740,Stim8hr,0.6227252730108813,0.5213117269642741
SLF1,ENSG00000133302,Stim8hr,0.3676498388112288,0.2908485898013997
SLK,ENSG00000065613,Stim8hr,0.6370352749684154,0.5467001147308257
SLTM,ENSG00000137776,Stim8hr,0.4576430335488617,0.2589145455946494
SMAD3,ENSG00000166949,Stim8hr,-0.1667754305426757,-0.180978373100112
SMAP2,ENSG00000084070,Stim8hr,0.623853366400235,0.4857599567011309
SMARCA4,ENSG00000127616,Stim8hr,0.4890532600971835,0.4023910346495947
SMARCA5,ENSG00000153147,Stim8hr,0.5664928525193301,0.5178240704723237
SMARCB1,ENSG00000099956,Stim8hr,0.5481209609684777,0.5041621312235167
SMARCC1,ENSG00000173473,Stim8hr,0.7757960511168603,0.7432093128940714
SMARCD1,ENSG00000066117,Stim8hr,0.3460933661075405,0.2669991434798626
SMARCE1,ENSG00000073584,Stim8hr,0.6468016901937511,0.6351650093985839
SMG1,ENSG00000157106,Stim8hr,0.2653850184461674,0.1536862960899894
SMG7,ENSG00000116698,Stim8hr,0.4667197737849052,0.4513492084486153
SMG8,ENSG00000167447,Stim8hr,0.627272252161083,0.5281390733879407
SMG9,ENSG00000105771,Stim8hr,0.5708434828189801,0.4673995139284292
SMIM7,ENSG00000214046,Stim8hr,0.0529849905436142,-0.0838318695206355
SMS,ENSG00000102172,Stim8hr,0.4434827833233472,0.2359808802006563
SNAP23,ENSG00000092531,Stim8hr,0.3500560574327642,0.1131518815152303
SNAP29,ENSG00000099940,Stim8hr,0.3872590231522563,0.2869492695918273
SNAPC1,ENSG00000023608,Stim8hr,0.0830809011610097,-0.0266101260220494
SND1,ENSG00000197157,Stim8hr,0.6981934817070775,0.5277826631024878
SNRPB2,ENSG00000125870,Stim8hr,0.660060716266517,0.5920372976708017
SNUPN,ENSG00000169371,Stim8hr,0.0078683665308711,-0.0107433138221282
SOCS3,ENSG00000184557,Stim8hr,0.4823516009868226,0.3404641410614765
SOCS4,ENSG00000180008,Stim8hr,0.4867253618956062,0.3744992481127858
SOD2,ENSG00000291237,Stim8hr,0.6736892838393175,0.4835475987854647
SOS2,ENSG00000100485,Stim8hr,-0.4007651175398945,-0.7352455314009827
SP1,ENSG00000185591,Stim8hr,0.6216898916728125,0.49941212195758
SP100,ENSG00000067066,Stim8hr,0.5285534942155922,0.407935132584069
SP2,ENSG00000167182,Stim8hr,0.6842452418861225,0.6823010633157008
SP5,ENSG00000204335,Stim8hr,0.1144962429345767,-0.0101182724743158
SPAG7,ENSG00000091640,Stim8hr,0.3098487776694335,0.2175418411389214
SPATA33,ENSG00000167523,Stim8hr,0.0675245861558561,-0.0024392738379963
SPON1,ENSG00000262655,Stim8hr,0.2251806729810023,-0.2531587584332666
SPOP,ENSG00000121067,Stim8hr,0.296701542915584,0.1086821421768515
SPSB2,ENSG00000111671,Stim8hr,-0.1681979683290741,-0.2283138171183442
SPTBN1,ENSG00000115306,Stim8hr,-0.0574407630984688,-0.1525916830079005
SPTLC2,ENSG00000100596,Stim8hr,0.0830754264941709,-0.0285402902850805
SPTSSA,ENSG00000165389,Stim8hr,0.2241926487485099,0.0553176026407915
SRD5A1,ENSG00000145545,Stim8hr,0.3719230656412288,0.2135299224021544
