gene,condition,cluster,manual_annotation,best_described_by,condition_specificity
TIMM8B,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
ATP5ME,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
NDUFB11,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPL33,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPL18,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
QRSL1,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPS26,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
TEFM,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
BCS1L,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
NFU1,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
IBA57,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPL39,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
NUBPL,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPS31,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
ATAD3A,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
LRPPRC,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
RBFA,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
TARS2,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
NPC2,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPS35,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
NDUFB9,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPL21,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
RMDN3,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
PITRM1,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
NDUFS5,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
SLC25A10,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
UQCRQ,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
TRMT10C,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
GTPBP10,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
HMBS,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
OXA1L,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MTPAP,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPS7,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
ISCA2,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPS2,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPL34,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
TFB1M,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
FARS2,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MTG1,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
NDUFB2,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
COQ3,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
PDSS2,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
MRPS17,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
LIG3,Stim48hr,58,ribosomal and mitochrondrial function,"Organellar ribosome, and Regulation of mitochondrial gene expression",across_condition
WAC,Rest,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
WAC,Stim8hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
ZBTB14,Stim8hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
TARDBP,Stim8hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
RNF20,Stim8hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
RNF20,Stim48hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
TARDBP,Rest,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
HNRNPM,Stim8hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
WAC,Stim48hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
HDAC7,Rest,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
IRF2BP1,Stim48hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
RNF20,Rest,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
PCYT2,Rest,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
IRF2BP1,Stim8hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
SZRD1,Stim8hr,59,unknown,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",across_condition
SLC5A6,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
PTPN1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
RAD54L2,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
CLCC1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
ITM2A,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
GALK2,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
ENDOG,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
TIMM10,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
PARP14,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
STOM,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
NCAPG2,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
ATF7IP2,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
PAK1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
MMP9,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
AP1S2,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
TENT2,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
ULK4,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
ATL1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
RWDD2B,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
DIS3L2,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
POLR2K,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
CRTAP,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
HLA-DOA,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
SLC17A5,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
NFKBID,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
EDC3,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
TIA1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
PCSK5,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
GPR15,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
EIF1AX,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
PPDPF,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
NFKBIL1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
ANKAR,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
PRAM1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
BCL11B,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
TESPA1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
DET1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
LRP2BP,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
NPHP4,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
SPTBN1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
KRCC1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
MAP3K1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
CRYZL1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
ATG12,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
EGR3,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
GZMB,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
HDAC1,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
CCDC138,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
MTMR3,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
SCRN3,Stim8hr,60,unknown,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",Rest_Stim8hr
FHL1,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
UBXN1,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
CCDC12,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
H2BC10,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
DRAP1,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
KRBA2,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
SIRT7,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
ZNF154,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
WDR54,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
ZMAT1,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
FBXL15,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
PCBP2,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
DEFA6,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
RHOF,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
HSDL2,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
DNAH3,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
DCAKD,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
FBXL3,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
KPNA1,Stim8hr,61,unknown,"cullin-RING ubiquitin ligase complex, and Protein neddylation",across_condition
PRKAR1A,Rest,62,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
KPNA1,Rest,62,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
SIK3,Rest,62,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
STK11,Rest,62,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
NAA30,Stim48hr,63,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
ATAD5,Stim48hr,63,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
IST1,Stim48hr,63,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
RPUSD1,Stim48hr,63,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
CCND3,Stim48hr,63,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
PPIL1,Stim48hr,63,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
NEIL1,Stim48hr,63,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
NAF1,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
DDX31,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
ZNF829,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
IPO9,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
PPCS,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
SLC35B1,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
SSB,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
TXNL4B,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
ERCC6L,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
DHX9,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
RTRAF,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
NFE2L1,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
PRPF38B,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
ZFYVE21,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
VPS45,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
SNUPN,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
PGK1,Stim48hr,64,unknown,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",across_condition
EHMT2,Stim48hr,65,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
ZNF644,Stim48hr,65,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
EHMT1,Stim48hr,65,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
WIZ,Stim48hr,65,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
EHMT2,Stim8hr,66,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
WIZ,Stim8hr,66,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
WIZ,Rest,66,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
EHMT1,Rest,66,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
EHMT2,Rest,66,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
EHMT1,Stim8hr,66,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
ZNF644,Stim8hr,66,EHMT1/EHMT2 complex,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",across_condition
SKIC3,Stim8hr,67,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Stim8hr
TXNDC9,Stim8hr,67,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Stim8hr
POLR3H,Stim8hr,67,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Stim8hr
ARSK,Stim8hr,67,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Stim8hr
AVEN,Stim8hr,67,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Stim8hr
C1S,Stim8hr,67,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Stim8hr
FAM98B,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
SSB,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
MARS1,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
RTRAF,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
SLC38A6,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
WARS1,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
ALDH18A1,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
LAGE3,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
ADAT2,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
OXA1L,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
GFER,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
EIF1,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
ADAT3,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
TSEN2,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
THG1L,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
DDX1,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
SLC7A11,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
TRMT61A,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
ZNF703,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
METTL1,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
APEX1,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
TRMT6,Stim8hr,68,tRNA processing,"tRNA methylation, and MafB19-like deaminase",across_condition
KEAP1,Rest,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
CREB1,Stim8hr,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
CREB1,Stim48hr,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
PCBP1,Rest,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
DHX9,Rest,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
MYO18A,Rest,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
IPO9,Rest,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
TIMM9,Rest,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
CREB1,Rest,69,unknown,"mRNA processing, and K Homology domain, type 1",across_condition
CNOT11,Rest,70,CCR4-NOT and EIF3K,CCR4-NOT complex,across_condition
CNOT11,Stim8hr,70,CCR4-NOT and EIF3K,CCR4-NOT complex,across_condition
CNOT10,Stim8hr,70,CCR4-NOT and EIF3K,CCR4-NOT complex,across_condition
EIF3K,Rest,70,CCR4-NOT and EIF3K,CCR4-NOT complex,across_condition
ERN1,Stim48hr,71,XBP1/ERN1 and ZC3H12A,"Photodynamic therapy-induced unfolded protein response, and IRE1-TRAF2-ASK1 complex",across_condition
ERN1,Rest,71,XBP1/ERN1 and ZC3H12A,"Photodynamic therapy-induced unfolded protein response, and IRE1-TRAF2-ASK1 complex",across_condition
ZC3H12A,Stim8hr,71,XBP1/ERN1 and ZC3H12A,"Photodynamic therapy-induced unfolded protein response, and IRE1-TRAF2-ASK1 complex",across_condition
ERN1,Stim8hr,71,XBP1/ERN1 and ZC3H12A,"Photodynamic therapy-induced unfolded protein response, and IRE1-TRAF2-ASK1 complex",across_condition
XBP1,Rest,71,XBP1/ERN1 and ZC3H12A,"Photodynamic therapy-induced unfolded protein response, and IRE1-TRAF2-ASK1 complex",across_condition
XBP1,Stim48hr,71,XBP1/ERN1 and ZC3H12A,"Photodynamic therapy-induced unfolded protein response, and IRE1-TRAF2-ASK1 complex",across_condition
XBP1,Stim8hr,71,XBP1/ERN1 and ZC3H12A,"Photodynamic therapy-induced unfolded protein response, and IRE1-TRAF2-ASK1 complex",across_condition
RTTN,Rest,72,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
CCAR1,Rest,72,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
EIF3L,Rest,72,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
BRD7,Rest,72,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
PRRC2A,Stim8hr,73,translation initiation,"Eukaryotic 43S preinitiation complex, and Eukaryotic translation initiation factor 4F complex",across_condition
EIF4A1,Stim8hr,73,translation initiation,"Eukaryotic 43S preinitiation complex, and Eukaryotic translation initiation factor 4F complex",across_condition
EIF3H,Rest,73,translation initiation,"Eukaryotic 43S preinitiation complex, and Eukaryotic translation initiation factor 4F complex",across_condition
EIF3H,Stim48hr,73,translation initiation,"Eukaryotic 43S preinitiation complex, and Eukaryotic translation initiation factor 4F complex",across_condition
EIF4A1,Rest,73,translation initiation,"Eukaryotic 43S preinitiation complex, and Eukaryotic translation initiation factor 4F complex",across_condition
PRRC2A,Stim48hr,73,translation initiation,"Eukaryotic 43S preinitiation complex, and Eukaryotic translation initiation factor 4F complex",across_condition
EIF3H,Stim8hr,73,translation initiation,"Eukaryotic 43S preinitiation complex, and Eukaryotic translation initiation factor 4F complex",across_condition
DRAP1,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
HSDL2,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
WDR54,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
MMAB,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
FBXL15,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
DEFA6,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
CARD6,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
DCAKD,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
FHL1,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
H2BC10,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
UBE2E2,Stim48hr,74,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
PTPA,Rest,75,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
ENO3,Rest,75,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
UGDH,Rest,75,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
RASA2,Rest,75,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
ADAM19,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ZNF574,Stim48hr,76,EMC complex,EMC complex,Stim48hr
