,target_contrast,donors,variable,correlation,correlation_ceiling,n_signif,culture_condition,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category
114,ENSG00000172992,CE0006864_CE0008162,CE0010866_CE0008678,-0.3124729175335324,,4685,Stim8hr,DCAKD,Stim8hr,775.0,1136,362,1498,-7.941119915573627,True,17.495570620516645,False,>10 DE genes,on-target KD
115,ENSG00000172992,CE0006864_CE0010866,CE0008162_CE0008678,-0.19822669907983254,,3459,Stim8hr,DCAKD,Stim8hr,775.0,1136,362,1498,-7.941119915573627,True,17.495570620516645,False,>10 DE genes,on-target KD
116,ENSG00000172992,CE0006864_CE0008678,CE0008162_CE0010866,-0.2326758611386009,,4339,Stim8hr,DCAKD,Stim8hr,775.0,1136,362,1498,-7.941119915573627,True,17.495570620516645,False,>10 DE genes,on-target KD
117,ENSG00000182185,CE0006864_CE0008162,CE0010866_CE0008678,0.4802396118049215,0.8082676181107452,183,Stim8hr,RAD51B,Stim8hr,267.0,32,5,37,-7.314222930365453,True,20.025910346091745,False,>10 DE genes,on-target KD
118,ENSG00000182185,CE0006864_CE0010866,CE0008162_CE0008678,0.7905409305695755,0.8871506583161167,43,Stim8hr,RAD51B,Stim8hr,267.0,32,5,37,-7.314222930365453,True,20.025910346091745,False,>10 DE genes,on-target KD
119,ENSG00000182185,CE0006864_CE0008678,CE0008162_CE0010866,0.22151052261246684,0.8324241553540788,261,Stim8hr,RAD51B,Stim8hr,267.0,32,5,37,-7.314222930365453,True,20.025910346091745,False,>10 DE genes,on-target KD
120,ENSG00000182742,CE0006864_CE0008162,CE0010866_CE0008678,0.26425174482289887,0.8015680357434288,102,Stim8hr,HOXB4,Stim8hr,186.0,137,59,196,-5.574416781285437,True,17.53567625323854,False,>10 DE genes,on-target KD
121,ENSG00000182742,CE0006864_CE0010866,CE0008162_CE0008678,0.2704641042070791,0.6025168486451471,1101,Stim8hr,HOXB4,Stim8hr,186.0,137,59,196,-5.574416781285437,True,17.53567625323854,False,>10 DE genes,on-target KD
122,ENSG00000182742,CE0006864_CE0008678,CE0008162_CE0010866,0.5129329857913772,0.8597568457022093,184,Stim8hr,HOXB4,Stim8hr,186.0,137,59,196,-5.574416781285437,True,17.53567625323854,False,>10 DE genes,on-target KD
123,ENSG00000187522,CE0006864_CE0008162,CE0010866_CE0008678,0.5254927787854681,0.7068696320143731,134,Stim8hr,HSPA14,Stim8hr,140.0,69,40,109,-5.4959616100795134,True,67.29287913840922,False,>10 DE genes,on-target KD
124,ENSG00000187522,CE0006864_CE0010866,CE0008162_CE0008678,0.3389425848931268,0.8046370012006248,53,Stim8hr,HSPA14,Stim8hr,140.0,69,40,109,-5.4959616100795134,True,67.29287913840922,False,>10 DE genes,on-target KD
125,ENSG00000187522,CE0006864_CE0008678,CE0008162_CE0010866,0.3954932538533942,0.5673821389664846,346,Stim8hr,HSPA14,Stim8hr,140.0,69,40,109,-5.4959616100795134,True,67.29287913840922,False,>10 DE genes,on-target KD
126,ENSG00000198157,CE0006864_CE0008162,CE0010866_CE0008678,-0.09067597265357953,,570,Stim8hr,HMGN5,Stim8hr,796.0,45,35,80,-3.5173421053560205,True,3.836423398672389,True,>10 DE genes,on-target KD
127,ENSG00000198157,CE0006864_CE0010866,CE0008162_CE0008678,-0.11302482405872678,0.6605240460944725,252,Stim8hr,HMGN5,Stim8hr,796.0,45,35,80,-3.5173421053560205,True,3.836423398672389,True,>10 DE genes,on-target KD
128,ENSG00000198157,CE0006864_CE0008678,CE0008162_CE0010866,-0.1246367140758774,,700,Stim8hr,HMGN5,Stim8hr,796.0,45,35,80,-3.5173421053560205,True,3.836423398672389,True,>10 DE genes,on-target KD
129,ENSG00000198851,CE0006864_CE0008162,CE0010866_CE0008678,0.7380679183518334,0.7051138062898109,7455,Stim8hr,CD3E,Stim8hr,234.0,3833,1878,5711,-17.891807119280895,True,340.9247386460533,False,>10 DE genes,on-target KD
130,ENSG00000198851,CE0006864_CE0010866,CE0008162_CE0008678,0.8244572195485832,0.8143412021320181,7448,Stim8hr,CD3E,Stim8hr,234.0,3833,1878,5711,-17.891807119280895,True,340.9247386460533,False,>10 DE genes,on-target KD
131,ENSG00000198851,CE0006864_CE0008678,CE0008162_CE0010866,0.8015230754204191,0.8044805356068989,7554,Stim8hr,CD3E,Stim8hr,234.0,3833,1878,5711,-17.891807119280895,True,340.9247386460533,False,>10 DE genes,on-target KD
132,ENSG00000204264,CE0006864_CE0008162,CE0010866_CE0008678,0.41477427947547674,0.8731995386525674,28,Stim8hr,PSMB8,Stim8hr,325.0,34,7,41,-29.71751300037074,True,585.4871843870654,False,>10 DE genes,on-target KD
133,ENSG00000204264,CE0006864_CE0010866,CE0008162_CE0008678,0.05090304717450227,0.8824957652400771,51,Stim8hr,PSMB8,Stim8hr,325.0,34,7,41,-29.71751300037074,True,585.4871843870654,False,>10 DE genes,on-target KD
134,ENSG00000204264,CE0006864_CE0008678,CE0008162_CE0010866,0.25201714930690666,0.8065786528484702,193,Stim8hr,PSMB8,Stim8hr,325.0,34,7,41,-29.71751300037074,True,585.4871843870654,False,>10 DE genes,on-target KD
135,ENSG00000250151,CE0006864_CE0008162,CE0010866_CE0008678,0.6129082885308005,0.5758321182451899,800,Stim8hr,ARPC4-TTLL3,Stim8hr,1295.0,452,193,645,0.0,False,,False,>10 DE genes,no on-target KD
136,ENSG00000250151,CE0006864_CE0010866,CE0008162_CE0008678,0.4236062826622404,0.7776941414448991,539,Stim8hr,ARPC4-TTLL3,Stim8hr,1295.0,452,193,645,0.0,False,,False,>10 DE genes,no on-target KD
137,ENSG00000250151,CE0006864_CE0008678,CE0008162_CE0010866,0.4480408150792639,0.811095648381689,520,Stim8hr,ARPC4-TTLL3,Stim8hr,1295.0,452,193,645,0.0,False,,False,>10 DE genes,no on-target KD
138,ENSG00000269343,CE0006864_CE0008162,CE0010866_CE0008678,-0.24217269002783462,,106,Stim8hr,ZNF587B,Stim8hr,420.0,46,1,47,-0.7670402741038821,False,37.51106948455323,False,>10 DE genes,no on-target KD
139,ENSG00000269343,CE0006864_CE0010866,CE0008162_CE0008678,0.3193209391898373,0.5867254577597348,232,Stim8hr,ZNF587B,Stim8hr,420.0,46,1,47,-0.7670402741038821,False,37.51106948455323,False,>10 DE genes,no on-target KD
140,ENSG00000269343,CE0006864_CE0008678,CE0008162_CE0010866,-0.27519893144684465,0.58839993415146,76,Stim8hr,ZNF587B,Stim8hr,420.0,46,1,47,-0.7670402741038821,False,37.51106948455323,False,>10 DE genes,no on-target KD
141,ENSG00000273611,CE0006864_CE0008162,CE0010866_CE0008678,0.42219958245282935,0.7926424238864127,684,Stim8hr,ZNHIT3,Stim8hr,74.0,275,215,490,0.0,False,,False,>10 DE genes,no on-target KD
142,ENSG00000273611,CE0006864_CE0010866,CE0008162_CE0008678,0.5218670578903448,0.8327527274023855,526,Stim8hr,ZNHIT3,Stim8hr,74.0,275,215,490,0.0,False,,False,>10 DE genes,no on-target KD
143,ENSG00000273611,CE0006864_CE0008678,CE0008162_CE0010866,0.35666854465000103,0.8388695669191603,602,Stim8hr,ZNHIT3,Stim8hr,74.0,275,215,490,0.0,False,,False,>10 DE genes,no on-target KD
144,ENSG00000276043,CE0006864_CE0008162,CE0010866_CE0008678,0.48367195221828474,0.7895092591299624,511,Stim8hr,UHRF1,Stim8hr,223.0,372,39,411,-1.8982465693233497,False,184.53301675029667,False,>10 DE genes,no on-target KD
145,ENSG00000276043,CE0006864_CE0010866,CE0008162_CE0008678,0.4496192789660597,0.816400818657412,629,Stim8hr,UHRF1,Stim8hr,223.0,372,39,411,-1.8982465693233497,False,184.53301675029667,False,>10 DE genes,no on-target KD
146,ENSG00000276043,CE0006864_CE0008678,CE0008162_CE0010866,0.45128415033297087,0.5666181294639682,1609,Stim8hr,UHRF1,Stim8hr,223.0,372,39,411,-1.8982465693233497,False,184.53301675029667,False,>10 DE genes,no on-target KD
147,ENSG00000280789,CE0006864_CE0008162,CE0010866_CE0008678,0.7373353939464378,0.8488920838826741,555,Stim8hr,PAGR1,Stim8hr,475.0,301,260,561,-20.59434799127456,True,102.85807607279442,False,>10 DE genes,on-target KD
148,ENSG00000280789,CE0006864_CE0010866,CE0008162_CE0008678,0.7291050626171,0.8748967267902238,339,Stim8hr,PAGR1,Stim8hr,475.0,301,260,561,-20.59434799127456,True,102.85807607279442,False,>10 DE genes,on-target KD
149,ENSG00000280789,CE0006864_CE0008678,CE0008162_CE0010866,0.6897974982637087,0.8574286693357149,510,Stim8hr,PAGR1,Stim8hr,475.0,301,260,561,-20.59434799127456,True,102.85807607279442,False,>10 DE genes,on-target KD
0,ENSG00000006715,CE0006864_CE0008162,CE0010866_CE0008678,0.17003678484034404,0.618191827142646,334,Stim8hr,VPS41,Stim8hr,104.0,62,11,73,-6.144185248592176,True,40.47753319686374,False,>10 DE genes,on-target KD
1,ENSG00000006715,CE0006864_CE0010866,CE0008162_CE0008678,0.21319462976013953,0.7809221984342578,166,Stim8hr,VPS41,Stim8hr,104.0,62,11,73,-6.144185248592176,True,40.47753319686374,False,>10 DE genes,on-target KD
2,ENSG00000006715,CE0006864_CE0008678,CE0008162_CE0010866,0.2741005568417607,0.7655602247491461,380,Stim8hr,VPS41,Stim8hr,104.0,62,11,73,-6.144185248592176,True,40.47753319686374,False,>10 DE genes,on-target KD
3,ENSG00000015285,CE0006864_CE0008162,CE0010866_CE0008678,0.292029509666636,0.736919018414718,559,Stim8hr,WAS,Stim8hr,522.0,353,142,495,-19.75045266723372,True,85.42023950586757,False,>10 DE genes,on-target KD
4,ENSG00000015285,CE0006864_CE0010866,CE0008162_CE0008678,0.04937846063781019,0.8160107144441053,306,Stim8hr,WAS,Stim8hr,522.0,353,142,495,-19.75045266723372,True,85.42023950586757,False,>10 DE genes,on-target KD
5,ENSG00000015285,CE0006864_CE0008678,CE0008162_CE0010866,0.08869873731824152,0.6579117748930062,1855,Stim8hr,WAS,Stim8hr,522.0,353,142,495,-19.75045266723372,True,85.42023950586757,False,>10 DE genes,on-target KD
6,ENSG00000023287,CE0006864_CE0008162,CE0010866_CE0008678,0.09992013423740334,0.6073144199745159,1218,Stim8hr,RB1CC1,Stim8hr,301.0,691,211,902,-9.686413870295867,True,33.591340345324205,False,>10 DE genes,on-target KD
7,ENSG00000023287,CE0006864_CE0010866,CE0008162_CE0008678,-0.0023499846601213446,0.2540264529452516,1983,Stim8hr,RB1CC1,Stim8hr,301.0,691,211,902,-9.686413870295867,True,33.591340345324205,False,>10 DE genes,on-target KD
8,ENSG00000023287,CE0006864_CE0008678,CE0008162_CE0010866,0.06194707235004997,0.48964988395456194,2574,Stim8hr,RB1CC1,Stim8hr,301.0,691,211,902,-9.686413870295867,True,33.591340345324205,False,>10 DE genes,on-target KD
9,ENSG00000070018,CE0006864_CE0008162,CE0010866_CE0008678,0.5516297164736306,0.5124328157587552,251,Stim8hr,LRP6,Stim8hr,1147.0,128,77,205,0.0,False,,False,>10 DE genes,no on-target KD
10,ENSG00000070018,CE0006864_CE0010866,CE0008162_CE0008678,0.7364975213690578,0.7698074948176559,155,Stim8hr,LRP6,Stim8hr,1147.0,128,77,205,0.0,False,,False,>10 DE genes,no on-target KD
11,ENSG00000070018,CE0006864_CE0008678,CE0008162_CE0010866,0.7886869332020683,0.8324592440524903,216,Stim8hr,LRP6,Stim8hr,1147.0,128,77,205,0.0,False,,False,>10 DE genes,no on-target KD
12,ENSG00000078900,CE0006864_CE0008162,CE0010866_CE0008678,0.1283809881652343,0.8022352916923633,138,Stim8hr,TP73,Stim8hr,216.0,47,63,110,-0.7357798061190931,True,1.2077154834465182,False,>10 DE genes,on-target KD
13,ENSG00000078900,CE0006864_CE0010866,CE0008162_CE0008678,0.04537525524749605,0.5139307303851256,22,Stim8hr,TP73,Stim8hr,216.0,47,63,110,-0.7357798061190931,True,1.2077154834465182,False,>10 DE genes,on-target KD
14,ENSG00000078900,CE0006864_CE0008678,CE0008162_CE0010866,0.4317469973772852,0.38708688761180354,279,Stim8hr,TP73,Stim8hr,216.0,47,63,110,-0.7357798061190931,True,1.2077154834465182,False,>10 DE genes,on-target KD
15,ENSG00000087460,CE0006864_CE0008162,CE0010866_CE0008678,0.8723928072338504,0.81933387529896,101,Stim8hr,GNAS,Stim8hr,794.0,79,161,240,0.0,False,,False,>10 DE genes,no on-target KD
16,ENSG00000087460,CE0006864_CE0010866,CE0008162_CE0008678,0.6366154183640033,0.8610822556086437,69,Stim8hr,GNAS,Stim8hr,794.0,79,161,240,0.0,False,,False,>10 DE genes,no on-target KD
17,ENSG00000087460,CE0006864_CE0008678,CE0008162_CE0010866,0.5177058694907444,0.6444662718229689,351,Stim8hr,GNAS,Stim8hr,794.0,79,161,240,0.0,False,,False,>10 DE genes,no on-target KD
18,ENSG00000089177,CE0006864_CE0008162,CE0010866_CE0008678,0.004290613796059992,0.36222934259075307,1261,Stim8hr,KIF16B,Stim8hr,469.0,359,42,401,-6.094039929821023,True,13.449093859738472,False,>10 DE genes,on-target KD
19,ENSG00000089177,CE0006864_CE0010866,CE0008162_CE0008678,-0.11476353189096429,,966,Stim8hr,KIF16B,Stim8hr,469.0,359,42,401,-6.094039929821023,True,13.449093859738472,False,>10 DE genes,on-target KD
20,ENSG00000089177,CE0006864_CE0008678,CE0008162_CE0010866,-0.02467297827325942,,1897,Stim8hr,KIF16B,Stim8hr,469.0,359,42,401,-6.094039929821023,True,13.449093859738472,False,>10 DE genes,on-target KD
21,ENSG00000100605,CE0006864_CE0008162,CE0010866_CE0008678,0.15312834123966929,0.38070692721323823,279,Stim8hr,ITPK1,Stim8hr,183.0,65,25,90,-10.150630475524682,True,82.31659088839058,False,>10 DE genes,on-target KD
22,ENSG00000100605,CE0006864_CE0010866,CE0008162_CE0008678,0.4890480122766185,0.7926391614091509,166,Stim8hr,ITPK1,Stim8hr,183.0,65,25,90,-10.150630475524682,True,82.31659088839058,False,>10 DE genes,on-target KD
23,ENSG00000100605,CE0006864_CE0008678,CE0008162_CE0010866,0.2798686227082057,0.7567996544261447,64,Stim8hr,ITPK1,Stim8hr,183.0,65,25,90,-10.150630475524682,True,82.31659088839058,False,>10 DE genes,on-target KD
24,ENSG00000108001,CE0006864_CE0008162,CE0010866_CE0008678,0.3031721473076185,0.8010109637611201,1235,Stim8hr,EBF3,Stim8hr,935.0,621,226,847,0.0,False,,False,>10 DE genes,no on-target KD
25,ENSG00000108001,CE0006864_CE0010866,CE0008162_CE0008678,0.1523940007924096,0.6325330219880732,1247,Stim8hr,EBF3,Stim8hr,935.0,621,226,847,0.0,False,,False,>10 DE genes,no on-target KD
26,ENSG00000108001,CE0006864_CE0008678,CE0008162_CE0010866,0.012962986097689665,0.24549688392695504,2087,Stim8hr,EBF3,Stim8hr,935.0,621,226,847,0.0,False,,False,>10 DE genes,no on-target KD
27,ENSG00000108599,CE0006864_CE0008162,CE0010866_CE0008678,-0.14011244625622324,0.5112982958187726,77,Stim8hr,AKAP10,Stim8hr,306.0,48,8,56,-10.12436049620233,True,39.51398454100525,False,>10 DE genes,on-target KD
28,ENSG00000108599,CE0006864_CE0010866,CE0008162_CE0008678,0.13657568107372367,,154,Stim8hr,AKAP10,Stim8hr,306.0,48,8,56,-10.12436049620233,True,39.51398454100525,False,>10 DE genes,on-target KD
29,ENSG00000108599,CE0006864_CE0008678,CE0008162_CE0010866,0.2174322013251442,0.39114237582516365,134,Stim8hr,AKAP10,Stim8hr,306.0,48,8,56,-10.12436049620233,True,39.51398454100525,False,>10 DE genes,on-target KD
30,ENSG00000109670,CE0006864_CE0008162,CE0010866_CE0008678,0.39918019805297456,0.8115822092904091,91,Stim8hr,FBXW7,Stim8hr,803.0,110,82,192,-19.02836155389084,True,99.98877160894511,False,>10 DE genes,on-target KD
31,ENSG00000109670,CE0006864_CE0010866,CE0008162_CE0008678,0.5384790792209599,0.8300073796497147,102,Stim8hr,FBXW7,Stim8hr,803.0,110,82,192,-19.02836155389084,True,99.98877160894511,False,>10 DE genes,on-target KD
32,ENSG00000109670,CE0006864_CE0008678,CE0008162_CE0010866,0.49712468933296056,0.786979039300906,380,Stim8hr,FBXW7,Stim8hr,803.0,110,82,192,-19.02836155389084,True,99.98877160894511,False,>10 DE genes,on-target KD
33,ENSG00000109771,CE0006864_CE0008162,CE0010866_CE0008678,0.14643596361390504,,3978,Stim8hr,LRP2BP,Stim8hr,2717.0,1362,369,1731,-2.283402654077277,False,0.5646351437417776,True,>10 DE genes,putative off-target
34,ENSG00000109771,CE0006864_CE0010866,CE0008162_CE0008678,0.14661660497170248,,3947,Stim8hr,LRP2BP,Stim8hr,2717.0,1362,369,1731,-2.283402654077277,False,0.5646351437417776,True,>10 DE genes,putative off-target
35,ENSG00000109771,CE0006864_CE0008678,CE0008162_CE0010866,-0.16747132296052453,,4003,Stim8hr,LRP2BP,Stim8hr,2717.0,1362,369,1731,-2.283402654077277,False,0.5646351437417776,True,>10 DE genes,putative off-target
36,ENSG00000112144,CE0006864_CE0008162,CE0010866_CE0008678,0.03847638044882911,0.47868430501145554,188,Stim8hr,ICK,Stim8hr,681.0,34,8,42,-9.843272873904343,True,21.39059130002005,False,>10 DE genes,on-target KD
37,ENSG00000112144,CE0006864_CE0010866,CE0008162_CE0008678,-0.16391239535199667,0.5100818561977379,134,Stim8hr,ICK,Stim8hr,681.0,34,8,42,-9.843272873904343,True,21.39059130002005,False,>10 DE genes,on-target KD
38,ENSG00000112144,CE0006864_CE0008678,CE0008162_CE0010866,0.04193496585912095,0.5543882357542943,295,Stim8hr,ICK,Stim8hr,681.0,34,8,42,-9.843272873904343,True,21.39059130002005,False,>10 DE genes,on-target KD
39,ENSG00000116688,CE0006864_CE0008162,CE0010866_CE0008678,0.1864198031957856,0.5376607502936716,354,Stim8hr,MFN2,Stim8hr,157.0,146,23,169,-3.124743208317288,False,63.03111167175001,False,>10 DE genes,no on-target KD
40,ENSG00000116688,CE0006864_CE0010866,CE0008162_CE0008678,0.21158505923201976,0.45555875444775845,542,Stim8hr,MFN2,Stim8hr,157.0,146,23,169,-3.124743208317288,False,63.03111167175001,False,>10 DE genes,no on-target KD
41,ENSG00000116688,CE0006864_CE0008678,CE0008162_CE0010866,0.09202609928786758,0.7873728935849239,286,Stim8hr,MFN2,Stim8hr,157.0,146,23,169,-3.124743208317288,False,63.03111167175001,False,>10 DE genes,no on-target KD
42,ENSG00000116747,CE0006864_CE0008162,CE0010866_CE0008678,0.6529709764946271,0.8660045034864027,428,Stim8hr,TROVE2,Stim8hr,959.0,231,253,484,-27.45178512556969,True,81.27307274272299,True,>10 DE genes,on-target KD
43,ENSG00000116747,CE0006864_CE0010866,CE0008162_CE0008678,0.6767720912712473,0.8849631041468585,403,Stim8hr,TROVE2,Stim8hr,959.0,231,253,484,-27.45178512556969,True,81.27307274272299,True,>10 DE genes,on-target KD
44,ENSG00000116747,CE0006864_CE0008678,CE0008162_CE0010866,0.6908334093852522,0.8177434812310372,687,Stim8hr,TROVE2,Stim8hr,959.0,231,253,484,-27.45178512556969,True,81.27307274272299,True,>10 DE genes,on-target KD
45,ENSG00000118971,CE0006864_CE0008162,CE0010866_CE0008678,0.5693152201152334,0.8191538207163271,1458,Stim8hr,CCND2,Stim8hr,707.0,384,937,1321,-26.175901412546477,True,364.894664488444,False,>10 DE genes,on-target KD
46,ENSG00000118971,CE0006864_CE0010866,CE0008162_CE0008678,0.6223350450281142,0.8104120596784314,1510,Stim8hr,CCND2,Stim8hr,707.0,384,937,1321,-26.175901412546477,True,364.894664488444,False,>10 DE genes,on-target KD
47,ENSG00000118971,CE0006864_CE0008678,CE0008162_CE0010866,0.44440652258133184,0.7933111007377831,2028,Stim8hr,CCND2,Stim8hr,707.0,384,937,1321,-26.175901412546477,True,364.894664488444,False,>10 DE genes,on-target KD
48,ENSG00000120254,CE0006864_CE0008162,CE0010866_CE0008678,0.2197134738327683,0.8913327432338365,62,Stim8hr,MTHFD1L,Stim8hr,305.0,26,5,31,-16.504817898377937,True,94.40255865072716,False,>10 DE genes,on-target KD
49,ENSG00000120254,CE0006864_CE0010866,CE0008162_CE0008678,0.13349863912644902,0.900789473563619,61,Stim8hr,MTHFD1L,Stim8hr,305.0,26,5,31,-16.504817898377937,True,94.40255865072716,False,>10 DE genes,on-target KD
50,ENSG00000120254,CE0006864_CE0008678,CE0008162_CE0010866,0.4323951865213447,0.8620549566251514,99,Stim8hr,MTHFD1L,Stim8hr,305.0,26,5,31,-16.504817898377937,True,94.40255865072716,False,>10 DE genes,on-target KD
51,ENSG00000125834,CE0006864_CE0008162,CE0010866_CE0008678,0.9999366901108369,0.9782961128998418,3,Stim8hr,STK35,Stim8hr,739.0,12,22,34,-11.277928049118476,True,18.342597559520257,False,>10 DE genes,on-target KD
52,ENSG00000125834,CE0006864_CE0010866,CE0008162_CE0008678,0.9615061475382547,0.9600324204950299,6,Stim8hr,STK35,Stim8hr,739.0,12,22,34,-11.277928049118476,True,18.342597559520257,False,>10 DE genes,on-target KD
53,ENSG00000125834,CE0006864_CE0008678,CE0008162_CE0010866,0.7434428665127765,0.9474899099936608,10,Stim8hr,STK35,Stim8hr,739.0,12,22,34,-11.277928049118476,True,18.342597559520257,False,>10 DE genes,on-target KD
54,ENSG00000127920,CE0006864_CE0008162,CE0010866_CE0008678,-0.10498994142361646,,371,Stim8hr,GNG11,Stim8hr,1437.0,62,15,77,0.0,False,,False,>10 DE genes,no on-target KD
55,ENSG00000127920,CE0006864_CE0010866,CE0008162_CE0008678,-0.22885554807413308,,452,Stim8hr,GNG11,Stim8hr,1437.0,62,15,77,0.0,False,,False,>10 DE genes,no on-target KD
56,ENSG00000127920,CE0006864_CE0008678,CE0008162_CE0010866,-0.23773318431097826,,449,Stim8hr,GNG11,Stim8hr,1437.0,62,15,77,0.0,False,,False,>10 DE genes,no on-target KD
57,ENSG00000128272,CE0006864_CE0008162,CE0010866_CE0008678,0.393892602132393,0.6955885198560195,1530,Stim8hr,ATF4,Stim8hr,175.0,655,407,1062,-8.996019991844117,True,66.49378446837073,False,>10 DE genes,on-target KD
58,ENSG00000128272,CE0006864_CE0010866,CE0008162_CE0008678,0.5446925163280398,0.8336870517331699,1465,Stim8hr,ATF4,Stim8hr,175.0,655,407,1062,-8.996019991844117,True,66.49378446837073,False,>10 DE genes,on-target KD
59,ENSG00000128272,CE0006864_CE0008678,CE0008162_CE0010866,0.5364904552900738,0.8011418851352242,1756,Stim8hr,ATF4,Stim8hr,175.0,655,407,1062,-8.996019991844117,True,66.49378446837073,False,>10 DE genes,on-target KD
60,ENSG00000130175,CE0006864_CE0008162,CE0010866_CE0008678,0.05353139407736283,0.8825014740302493,81,Stim8hr,PRKCSH,Stim8hr,323.0,31,7,38,-12.491501293681154,True,55.93570546296755,False,>10 DE genes,on-target KD
61,ENSG00000130175,CE0006864_CE0010866,CE0008162_CE0008678,0.773353879720301,0.9269183952378749,43,Stim8hr,PRKCSH,Stim8hr,323.0,31,7,38,-12.491501293681154,True,55.93570546296755,False,>10 DE genes,on-target KD
62,ENSG00000130175,CE0006864_CE0008678,CE0008162_CE0010866,0.1119023559483203,0.8782545495454658,49,Stim8hr,PRKCSH,Stim8hr,323.0,31,7,38,-12.491501293681154,True,55.93570546296755,False,>10 DE genes,on-target KD
63,ENSG00000130349,CE0006864_CE0008162,CE0010866_CE0008678,0.5314117157487247,0.8927850307657019,67,Stim8hr,C6orf203,Stim8hr,138.0,25,11,36,-5.090072720556224,True,18.930103691793526,False,>10 DE genes,on-target KD
64,ENSG00000130349,CE0006864_CE0010866,CE0008162_CE0008678,0.699548679333909,0.8384570694558244,105,Stim8hr,C6orf203,Stim8hr,138.0,25,11,36,-5.090072720556224,True,18.930103691793526,False,>10 DE genes,on-target KD
65,ENSG00000130349,CE0006864_CE0008678,CE0008162_CE0010866,0.48111057961748804,0.862352652529587,70,Stim8hr,C6orf203,Stim8hr,138.0,25,11,36,-5.090072720556224,True,18.930103691793526,False,>10 DE genes,on-target KD
66,ENSG00000131725,CE0006864_CE0008162,CE0010866_CE0008678,0.39296915441165714,0.8325892694809612,18,Stim8hr,WDR44,Stim8hr,164.0,29,56,85,-4.819992980632826,True,16.361508144112737,False,>10 DE genes,on-target KD
67,ENSG00000131725,CE0006864_CE0010866,CE0008162_CE0008678,-0.21986134201430413,0.7495001506124014,15,Stim8hr,WDR44,Stim8hr,164.0,29,56,85,-4.819992980632826,True,16.361508144112737,False,>10 DE genes,on-target KD
68,ENSG00000131725,CE0006864_CE0008678,CE0008162_CE0010866,0.5549827559483531,0.7716013775416476,257,Stim8hr,WDR44,Stim8hr,164.0,29,56,85,-4.819992980632826,True,16.361508144112737,False,>10 DE genes,on-target KD
69,ENSG00000138071,CE0006864_CE0008162,CE0010866_CE0008678,0.591884756528395,0.8199826204187928,830,Stim8hr,ACTR2,Stim8hr,255.0,399,184,583,-18.894150489878704,True,157.8756744058086,False,>10 DE genes,on-target KD
70,ENSG00000138071,CE0006864_CE0010866,CE0008162_CE0008678,0.6782835263584138,0.8369243318354158,787,Stim8hr,ACTR2,Stim8hr,255.0,399,184,583,-18.894150489878704,True,157.8756744058086,False,>10 DE genes,on-target KD
71,ENSG00000138071,CE0006864_CE0008678,CE0008162_CE0010866,0.4372466113050397,0.7182643380610926,1135,Stim8hr,ACTR2,Stim8hr,255.0,399,184,583,-18.894150489878704,True,157.8756744058086,False,>10 DE genes,on-target KD
72,ENSG00000138074,CE0006864_CE0008162,CE0010866_CE0008678,-0.2924844055926567,,4289,Stim8hr,SLC5A6,Stim8hr,532.0,1026,246,1272,-11.215298612319575,True,107.98989968540408,True,>10 DE genes,on-target KD
73,ENSG00000138074,CE0006864_CE0010866,CE0008162_CE0008678,-0.1692056201381937,,4749,Stim8hr,SLC5A6,Stim8hr,532.0,1026,246,1272,-11.215298612319575,True,107.98989968540408,True,>10 DE genes,on-target KD
74,ENSG00000138074,CE0006864_CE0008678,CE0008162_CE0010866,-0.14988904210377813,,2483,Stim8hr,SLC5A6,Stim8hr,532.0,1026,246,1272,-11.215298612319575,True,107.98989968540408,True,>10 DE genes,on-target KD
75,ENSG00000143870,CE0006864_CE0008162,CE0010866_CE0008678,0.8257152580043416,0.9145649690669336,161,Stim8hr,PDIA6,Stim8hr,768.0,131,20,151,-22.544628272646705,True,134.07110844541495,False,>10 DE genes,on-target KD
76,ENSG00000143870,CE0006864_CE0010866,CE0008162_CE0008678,0.6180435060236404,0.8942551093506673,172,Stim8hr,PDIA6,Stim8hr,768.0,131,20,151,-22.544628272646705,True,134.07110844541495,False,>10 DE genes,on-target KD
77,ENSG00000143870,CE0006864_CE0008678,CE0008162_CE0010866,0.5752238661105173,0.8916837351863011,159,Stim8hr,PDIA6,Stim8hr,768.0,131,20,151,-22.544628272646705,True,134.07110844541495,False,>10 DE genes,on-target KD
78,ENSG00000148399,CE0006864_CE0008162,CE0010866_CE0008678,0.05769835583588421,0.6975451847421431,21,Stim8hr,DPH7,Stim8hr,626.0,4,32,36,-12.495109075956162,True,35.04470088805886,False,>10 DE genes,on-target KD
79,ENSG00000148399,CE0006864_CE0010866,CE0008162_CE0008678,0.7966817202458302,0.8806322602514861,31,Stim8hr,DPH7,Stim8hr,626.0,4,32,36,-12.495109075956162,True,35.04470088805886,False,>10 DE genes,on-target KD
80,ENSG00000148399,CE0006864_CE0008678,CE0008162_CE0010866,0.6609535730632811,0.9200135768185081,26,Stim8hr,DPH7,Stim8hr,626.0,4,32,36,-12.495109075956162,True,35.04470088805886,False,>10 DE genes,on-target KD
